contract,paths,time
848,1,0.216707
849,1,0.210779
850,1,0.211209
851,1,0.210524
852,1,0.100050
853,1,103.145222
854,1,0.220298
855,1,0.303104
856,1,0.212967
857,1,0.211205
858,1,0.103266
859,1,0.221258
860,1,0.084625
861,1,0.217547
862,1,0.212064
863,1,0.087106
864,1,0.209225
865,1,0.086199
866,1,0.210635
867,1,0.461974
868,1,0.089127
869,1,0.094100
870,1,0.210546
871,1,0.087668
872,1,0.216086
873,1,0.218207
874,1,0.211638
875,1,0.120255
876,1,0.220634
877,1,0.213889
878,1,0.215443
879,1,0.220158
880,1,2255.591163
881,1,0.215806
882,1,14.163615
883,1,0.211809
884,1,0.412187
885,1,0.088346
886,1,0.093995
887,1,0.080715
888,1,0.226932
889,1,0.216957
890,1,0.212374
891,1,0.214753
892,1,0.078617
893,1,3.112102
894,1,0.212442
895,1,0.215445
896,1,0.081544
897,1,0.211975
898,1,0.002342
899,1,0.219867
900,1,0.107171
901,1,0.215185
902,1,0.211398
903,1,0.083337
904,1,0.223595
905,1,0.211466
906,1,0.222161
907,1,0.210351
908,1,0.083311
909,1,0.211845
910,1,0.218961
911,1,0.080655
912,1,0.084328
913,1,0.216227
914,1,0.121449
915,1,0.211349
916,1,0.221159
917,1,0.222171
918,1,0.213105
919,1,0.222190
920,1,0.216066
921,1,0.227153
922,1,0.214507
923,1,0.213071
924,1,0.489173
925,1,0.213600
926,1,0.224843
927,1,0.215296
928,1,0.211022
929,1,0.214461
930,1,0.217112
931,1,0.096056
932,1,0.093226
933,1,0.090778
934,1,0.222194
935,1,0.095213
936,1,0.215560
937,1,0.207740
938,1,0.219857
939,1,0.102760
940,1,0.217692
941,1,0.002509
942,1,0.221412
943,1,0.212264
944,1,0.087016
945,1,0.215534
946,1,0.221713
947,1,0.004838
948,1,0.212046
949,1,0.221584
950,1,0.087824
951,1,0.221371
952,1,0.214993
953,1,0.087465
954,1,0.353476
955,1,0.211701
956,1,0.226458
957,1,0.097931
958,1,0.086757
959,1,0.213729
960,1,0.219667
961,1,0.081135
962,1,0.084389
963,1,0.276686
964,1,0.081959
965,1,0.218340
966,1,0.210154
967,1,0.211503
968,1,0.097856
969,1,0.207579
970,1,0.210749
971,1,0.209348
972,1,0.216353
973,1,0.208577
974,1,0.084665
975,1,0.367298
976,1,0.211197
977,1,0.225933
978,1,0.088208
979,1,0.087301
980,1,0.086236
981,1,0.210034
982,1,0.218228
983,1,0.002475
984,1,0.213230
985,1,0.214154
986,1,0.211563
987,1,0.100642
988,1,0.214085
989,1,0.218653
990,1,0.220968
991,1,0.215368
992,1,0.210843
993,1,0.082790
994,1,0.213836
995,1,0.216499
996,1,0.215653
997,1,0.087153
998,1,0.215099
999,1,0.232721
1000,1,0.214709
1001,1,0.224641
1002,1,0.226196
1003,1,0.226721
1004,1,0.104879
1005,1,0.218937
1006,1,0.217930
1007,1,0.213111
1008,1,0.214293
1009,1,0.088477
1010,1,0.210346
1011,1,0.217440
1012,1,0.211116
1013,1,0.218537
1014,1,0.082061
1015,1,0.218992
1016,1,0.208584
1017,1,0.212808
1018,1,0.213068
1019,1,0.084479
1020,1,0.122225
1021,1,0.095397
1022,1,0.214611
1023,1,0.209760
1024,1,0.220328
1025,1,0.215820
1026,1,0.214955
1027,1,0.199749
1028,1,0.083041
1029,1,0.219545
1030,1,0.086149
1031,1,0.222476
1032,1,0.086435
1033,1,0.228813
1034,1,0.083893
1035,1,0.210810
1036,1,0.095498
1037,1,0.208710
1038,1,0.208646
1039,1,0.087704
1040,1,0.096517
1041,1,0.107711
1042,1,0.218047
1043,1,0.209147
1044,1,0.218582
1045,1,0.221904
1046,1,0.218823
1047,1,0.081301
1048,1,0.213070
1049,1,0.213066
1050,1,0.086105
1051,1,0.210942
1052,1,0.209263
1053,1,0.005922
1054,1,0.087832
1055,1,0.218526
1056,1,0.214218
1057,1,0.230245
1058,1,0.213808
1059,1,0.090630
1060,1,0.230100
1061,1,0.078863
1062,1,0.216429
1063,1,0.221973
1064,1,0.083817
1065,1,0.097456
1066,1,0.212936
1067,1,0.216501
1068,1,0.212433
1069,1,0.210744
1070,1,0.214992
1071,1,0.222914
1072,1,0.215714
1073,1,0.101209
1074,1,0.217299
1075,1,0.298542
1076,1,0.083870
1077,1,0.350293
1078,1,0.002646
1079,1,0.224395
1080,1,0.349609
1081,1,0.210923
1082,1,0.223125
1083,1,0.092895
1084,1,0.208985
1085,1,0.203266
1086,1,0.224189
1087,1,0.082792
1088,1,0.085328
1089,1,0.121813
1090,1,0.082600
1091,1,0.361888
1092,1,0.209803
1093,1,0.213472
1094,1,0.211818
1095,1,0.084925
1096,1,0.086510
1097,1,0.219106
1098,1,0.076832
1099,1,0.208339
1100,1,0.081304
1101,1,0.212872
1102,1,0.222163
1103,1,0.220441
1104,1,0.217879
1105,1,0.105298
1106,1,0.002476
1107,1,0.214999
1108,1,1800.010826
1109,1,0.316661
1110,1,0.210678
1111,1,0.211962
1112,1,0.083826
1113,1,0.097002
1114,1,0.093973
1115,1,0.212701
1116,1,0.229897
1117,1,0.216279
1118,1,19.227176
1119,1,0.216818
1120,1,0.142402
1121,1,0.213966
1122,1,0.212747
1123,1,0.252222
1124,1,0.220131
1125,1,0.213075
1126,1,0.087976
1127,1,0.082688
1128,1,0.085517
1129,1,0.090530
1130,1,0.215151
1131,1,0.219644
1132,1,0.097578
1133,1,0.214952
1134,1,0.205799
1135,1,0.210034
1136,1,0.214259
1137,1,0.223012
1138,1,0.215437
1139,1,0.212542
1140,1,0.209459
1141,1,0.219508
1142,1,0.215814
1143,1,0.312697
1144,1,0.219368
1145,1,0.207849
1146,1,0.213575
1147,1,0.082452
1148,1,0.099153
1149,1,0.230271
1150,1,0.219689
1151,1,0.100259
1152,1,0.210920
1153,1,0.216197
1154,1,0.215827
1155,1,0.215756
1156,1,0.223541
1157,1,0.218515
1158,1,0.218215
1159,1,0.223075
1160,1,0.216087
1161,1,0.216660
1162,1,0.087013
1163,1,0.216001
1164,1,0.210606
1165,1,0.218050
1166,1,0.084028
1167,1,0.439435
1168,1,0.211478
1169,1,0.222177
1170,1,0.211696
1171,1,0.082765
1172,1,0.218569
1173,1,0.211119
1174,1,0.175040
1175,1,0.217902
1176,1,0.083997
1177,1,0.081796
1178,1,0.216255
1179,1,0.214022
1180,1,0.213475
1181,1,0.220776
1182,1,1.279770
1183,1,0.215469
1184,1,0.087932
1185,1,0.084949
1186,1,0.215638
1187,1,0.210098
1188,1,0.096302
1189,1,0.215029
1190,1,0.222052
1191,1,0.088462
1192,1,0.210775
1193,1,0.089562
1194,1,0.219266
1195,1,0.279098
1196,1,0.210597
1197,1,0.216636
1198,1,0.213622
1199,1,0.213721
1200,1,0.212643
1201,1,0.103868
1202,1,0.228161
1203,1,0.215389
1204,1,0.222772
1205,1,0.087113
1206,1,0.100673
1207,1,0.215488
1208,1,0.084266
1209,1,0.109398
1210,1,0.212036
1211,1,0.111219
1212,1,0.094364
1213,1,0.212990
1214,1,0.229730
1215,1,0.232587
1216,1,0.220656
1217,1,0.213329
1218,1,0.210328
1219,1,0.237996
1220,1,0.232190
1221,1,0.153802
1222,1,0.213095
1223,1,0.501600
1224,1,0.210196
1225,1,0.086970
1226,1,0.218525
1227,1,0.218156
1228,1,0.217391
1229,1,0.219839
1230,1,0.207130
1231,1,0.083938
1232,1,0.215598
1233,1,0.101954
1234,1,0.080969
1235,1,0.214437
1236,1,0.096100
1237,1,0.003151
1238,1,0.218753
1239,1,0.209252
1240,1,0.105839
1241,1,0.216709
1242,1,0.210844
1243,1,0.212507
1244,1,0.213011
1245,1,0.217518
1246,1,0.220526
1247,1,0.210772
1248,1,0.083836
1249,1,0.294785
1250,1,0.215525
1251,1,0.218238
1252,1,0.210483
1253,1,0.210618
1254,1,0.209326
1255,1,0.217509
1256,1,0.222398
1257,1,0.086205
1258,1,0.270414
1259,1,0.218682
1260,1,0.232268
1261,1,0.221950
1262,1,0.216265
1263,1,0.086992
1264,1,0.218178
1265,1,0.226695
1266,1,0.217541
1267,1,0.219191
1268,1,0.082330
1269,1,0.219499
1270,1,0.215663
1271,1,0.240967
1272,1,0.082343
1273,1,110.745994
1274,1,0.086073
1275,1,0.217878
1276,1,0.222960
1277,1,0.215232
1278,1,0.103606
1279,1,0.083731
1280,1,0.085061
1281,1,0.225148
1282,1,18.679931
1283,1,0.077635
1284,1,0.217126
1285,1,1800.962390
1286,1,0.212295
1287,1,0.214118
1288,1,0.114525
1289,1,0.086472
1290,1,0.212143
1291,1,0.217667
1292,1,0.217197
1293,1,0.114784
1294,1,0.086818
1295,1,0.211269
1296,1,0.210027
1297,1,0.215307
1298,1,0.375735
1299,1,0.211649
1300,1,0.213111
1301,1,0.217328
1302,1,1791.544290
1303,1,0.215341
1304,1,0.216754
1305,1,0.097783
1306,1,0.210476
1307,1,0.208716
1308,1,0.087933
1309,1,0.233251
1310,1,0.111423
1311,1,0.105489
1312,1,0.212700
1313,1,0.211698
1314,1,0.223274
1315,1,0.213650
1316,1,0.002315
1317,1,0.213861
1318,1,0.228029
1319,1,0.220882
1320,1,0.220943
1321,1,0.218837
1322,1,0.218957
1323,1,0.216472
1324,1,0.001734
1325,1,0.219218
1326,1,0.090014
1327,1,0.217825
1328,1,0.080153
1329,1,0.207873
1330,1,0.209641
1331,1,0.207744
1332,1,0.078792
1333,1,0.099702
1334,1,0.219499
1335,1,0.222389
1336,1,0.211455
1337,1,0.081454
1338,1,0.218632
1339,1,0.084376
1340,1,0.212505
1341,1,0.212497
1342,1,0.078917
1343,1,0.244931
1344,1,0.088654
1345,1,0.151903
1346,1,0.225513
1347,1,0.336388
1348,1,0.002245
1349,1,0.210685
1350,1,0.214370
1351,1,0.084468
1352,1,0.230209
1353,1,0.339161
1354,1,0.211649
1355,1,0.229620
1356,1,100.637787
1357,1,0.090243
1358,1,0.209838
1359,1,0.209636
1360,1,0.213919
1361,1,0.204297
1362,1,0.252947
1363,1,0.219392
1364,1,0.209048
1365,1,0.084224
1366,1,0.101684
1367,1,0.221266
1368,1,0.267714
1369,1,1922.557080
1370,1,0.078241
1371,1,0.363521
1372,1,0.219076
1373,1,0.084676
1374,1,0.080091
1375,1,0.098724
1376,1,0.225821
1377,1,0.213707
1378,1,0.084987
1379,1,0.211118
1380,1,0.213915
1381,1,0.215077
1382,1,0.218546
1383,1,0.083660
1384,1,0.093961
1385,1,0.212897
1386,1,0.488354
1387,1,0.208440
1388,1,0.219113
1389,1,0.081055
1390,1,0.215095
1391,1,0.088791
1392,1,0.149045
1393,1,0.212707
1394,1,0.218454
1395,1,0.222351
1396,1,0.225285
1397,1,0.002277
1398,1,0.212268
1399,1,0.218555
1400,1,0.220343
1401,1,0.211146
1402,1,0.002602
1403,1,0.085822
1404,1,0.211051
1405,1,0.088499
1406,1,0.212339
1407,1,0.218491
1408,1,0.216408
1409,1,0.225845
1410,1,0.090557
1411,1,0.272333
1412,1,0.146254
1413,1,0.216496
1414,1,0.211829
1415,1,0.085960
1416,1,0.095486
1417,1,0.216996
1418,1,0.209249
1419,1,0.210205
1420,1,0.223899
1421,1,0.223168
1422,1,0.209578
1423,1,0.210019
1424,1,0.178749
1425,1,0.214899
1426,1,0.218889
1427,1,0.212790
1428,1,0.085150
1429,1,0.228733
1430,1,0.218211
1431,1,0.083197
1432,1,0.217536
1433,1,0.216502
1434,1,0.230324
1435,1,0.001836
1436,1,0.233272
1437,1,0.222802
1438,1,0.210529
1439,1,0.095801
1440,1,0.082249
1441,1,0.082528
1442,1,0.210634
1443,1,0.087563
1444,1,0.212039
1445,1,0.219397
1446,1,0.216745
1447,1,0.211968
1448,1,0.215697
1449,1,0.211317
1450,1,0.220264
1451,1,0.216617
1452,1,0.096576
1453,1,0.218414
1454,1,0.210169
1455,1,0.209657
1456,1,0.083976
1457,1,0.374863
1458,1,0.086658
1459,1,0.096492
1460,1,0.212006
1461,1,0.084090
1462,1,0.004264
1463,1,0.214853
1464,1,0.213830
1465,1,0.237312
1466,1,0.220790
1467,1,0.223147
1468,1,0.214076
1469,1,0.217722
1470,1,0.002413
1471,1,0.212881
1472,1,0.081553
1473,1,0.210037
1474,1,0.242907
1475,1,0.312404
1476,1,0.212387
1477,1,0.214688
1478,1,0.216461
1479,1,0.002447
1480,1,0.221533
1481,1,0.224967
1482,1,0.211494
1483,1,0.207996
1484,1,0.211451
1485,1,0.213553
1486,1,0.091488
1487,1,0.109353
1488,1,0.212209
1489,1,0.212804
1490,1,0.083323
1491,1,0.212330
1492,1,0.094876
1493,1,0.226350
1494,1,0.213897
