contract,paths,time
5848,3,18.689245
5849,3,17.976004
5850,3,17.371564
5851,3,18.230537
5852,3,17.956023
5853,3,0.109846
5854,3,17.810440
5855,3,17.426389
5856,3,0.105232
5857,3,0.114583
5858,3,17.838722
5859,3,17.341162
5860,3,0.099841
5861,3,35.270651
5862,3,17.575055
5863,3,0.227481
5864,3,17.752854
5865,3,17.082224
5866,3,17.169677
5867,3,17.542962
5868,3,17.343500
5869,3,0.102789
5870,3,17.121839
5871,3,0.135537
5872,3,17.867104
5873,3,0.101045
5874,3,17.394998
5875,3,17.220105
5876,3,17.303674
5877,3,0.088745
5878,3,17.164271
5879,3,24.604292
5880,3,17.488309
5881,3,0.091652
5882,3,0.088730
5883,3,17.237171
5884,3,0.102843
5885,3,18.678311
5886,3,17.006844
5887,3,17.641059
5888,3,0.098602
5889,3,18.499240
5890,3,0.115517
5891,3,21.768485
5892,3,17.310046
5893,3,16.893517
5894,3,17.138860
5895,3,17.828241
5896,3,17.662406
5897,3,18.738049
5898,3,16.825288
5899,3,0.101521
5900,3,16.991116
5901,3,18.696701
5902,3,17.028467
5903,3,0.092270
5904,3,17.114522
5905,3,17.483717
5906,3,16.881973
5907,3,17.180466
5908,3,17.455553
5909,3,17.727622
5910,3,17.387608
5911,3,18.023547
5912,3,17.269264
5913,3,17.298953
5914,3,0.108248
5915,3,0.107209
5916,3,17.201716
5917,3,16.900169
5918,3,17.600826
5919,3,0.110570
5920,3,131.637351
5921,3,0.089093
5922,3,0.104928
5923,3,17.405105
5924,3,0.105944
5925,3,17.574190
5926,3,17.086583
5927,3,0.139202
5928,3,17.205687
5929,3,0.096531
5930,3,141.833477
5931,3,17.589668
5932,3,17.988665
5933,3,0.177889
5934,3,0.246202
5935,3,0.157227
5936,3,17.552929
5937,3,17.154645
5938,3,18.002914
5939,3,0.095963
5940,3,0.099338
5941,3,0.087178
5942,3,17.352772
5943,3,17.044390
5944,3,18.292919
5945,3,0.086196
5946,3,465.446264
5947,3,5.357500
5948,3,0.104233
5949,3,17.185833
5950,3,0.098174
5951,3,0.090808
5952,3,17.309773
5953,3,0.086255
5954,3,17.196032
5955,3,52.955313
5956,3,17.044717
5957,3,17.841758
5958,3,35.316659
5959,3,0.100118
5960,3,17.586969
5961,3,44.729833
5962,3,17.801403
5963,3,0.092831
5964,3,0.094457
5965,3,17.293387
5966,3,107.549321
5967,3,0.107358
5968,3,16.995154
5969,3,0.093678
5970,3,17.341689
5971,3,0.103812
5972,3,17.469504
5973,3,21.822240
5974,3,0.105294
5975,3,17.375958
5976,3,18.217987
5977,3,18.489760
5978,3,18.685523
5979,3,17.670138
5980,3,17.445684
5981,3,18.083176
5982,3,17.509111
5983,3,17.374036
5984,3,0.093332
5985,3,16.993383
5986,3,0.107415
5987,3,19.212884
5988,3,0.142297
5989,3,17.525354
5990,3,0.097896
5991,3,45.600709
5992,3,0.106802
5993,3,0.088077
5994,3,17.062430
5995,3,17.718788
5996,3,18.517168
5997,3,17.794315
5998,3,17.243187
5999,3,17.241895
6000,3,17.316151
6001,3,17.946668
6002,3,17.541117
6003,3,17.459429
6004,3,17.106217
6005,3,17.457776
6006,3,17.377541
6007,3,17.715639
6008,3,17.150291
6009,3,17.656926
6010,3,17.838816
6011,3,16.992840
6012,3,18.545142
6013,3,0.110500
6014,3,0.236472
6015,3,17.659874
6016,3,17.188787
6017,3,17.427765
6018,3,0.107564
6019,3,17.091781
6020,3,0.093189
6021,3,16.987440
6022,3,0.097138
6023,3,45.030248
6024,3,17.285402
6025,3,0.277501
6026,3,16.824281
6027,3,0.107428
6028,3,17.307926
6029,3,17.049920
6030,3,18.808143
6031,3,17.789918
6032,3,0.115001
6033,3,17.464293
6034,3,17.798984
6035,3,0.261136
6036,3,16.990363
6037,3,17.383308
6038,3,0.124205
6039,3,18.784154
6040,3,18.187104
6041,3,17.232034
6042,3,17.132338
6043,3,17.139289
6044,3,17.323392
6045,3,17.200087
6046,3,0.105788
6047,3,0.094165
6048,3,16.972073
6049,3,0.094320
6050,3,17.694794
6051,3,18.714325
6052,3,17.359714
6053,3,69.062933
6054,3,18.094821
6055,3,17.768760
6056,3,0.097309
6057,3,18.558577
6058,3,0.097447
6059,3,17.551568
6060,3,17.960969
6061,3,17.258307
6062,3,18.066159
6063,3,17.325402
6064,3,18.495157
6065,3,17.052815
6066,3,685.189938
6067,3,17.560218
6068,3,17.590483
6069,3,17.468986
6070,3,0.087962
6071,3,17.895066
6072,3,17.509672
6073,3,17.292069
6074,3,0.105169
6075,3,17.217721
6076,3,0.250371
6077,3,0.111191
6078,3,0.091915
6079,3,0.097267
6080,3,17.664008
6081,3,0.105059
6082,3,17.228687
6083,3,17.422923
6084,3,16.289708
6085,3,17.618207
6086,3,17.933650
6087,3,22.492250
6088,3,17.867428
6089,3,18.089762
6090,3,17.830714
6091,3,18.257008
6092,3,18.369709
6093,3,0.102401
6094,3,0.114816
6095,3,17.671324
6096,3,18.295318
6097,3,17.164954
6098,3,17.609427
6099,3,17.192505
6100,3,17.679723
6101,3,17.185987
6102,3,17.738190
6103,3,0.087781
6104,3,18.162560
6105,3,17.310562
6106,3,17.291068
6107,3,0.104486
6108,3,0.102642
6109,3,17.749888
6110,3,17.477801
6111,3,17.050465
6112,3,17.157783
6113,3,17.663768
6114,3,17.012944
6115,3,17.475393
6116,3,0.100933
6117,3,17.693804
6118,3,0.104695
6119,3,18.168843
6120,3,0.096512
6121,3,18.424107
6122,3,0.102353
6123,3,0.106144
6124,3,17.289238
6125,3,0.103320
6126,3,0.109920
6127,3,0.102888
6128,3,17.477635
6129,3,17.314568
6130,3,0.110000
6131,3,17.026874
6132,3,17.933169
6133,3,0.159599
6134,3,17.220361
6135,3,17.058722
6136,3,0.340967
6137,3,17.300928
6138,3,17.237112
6139,3,0.170215
6140,3,0.106081
6141,3,17.281865
6142,3,17.352856
6143,3,0.094629
6144,3,16.933387
6145,3,0.104555
6146,3,18.550627
6147,3,0.095975
6148,3,17.885374
6149,3,18.304464
6150,3,17.327148
6151,3,145.375373
6152,3,0.096412
6153,3,17.394081
6154,3,0.091443
6155,3,17.780705
6156,3,17.650338
6157,3,0.104490
6158,3,17.403934
6159,3,0.093143
6160,3,17.139494
6161,3,0.100190
6162,3,16.514924
6163,3,0.107433
6164,3,0.091823
6165,3,17.533615
6166,3,33.874262
6167,3,17.729772
6168,3,17.380311
6169,3,17.208579
6170,3,17.564979
6171,3,17.362835
6172,3,17.329223
6173,3,0.104703
6174,3,17.449226
6175,3,0.106310
6176,3,17.442434
6177,3,0.091147
6178,3,17.334674
6179,3,0.100995
6180,3,34.436962
6181,3,18.863451
6182,3,17.623656
6183,3,17.192830
6184,3,17.250843
6185,3,0.097371
6186,3,17.383261
6187,3,17.110840
6188,3,17.610952
6189,3,17.248027
6190,3,17.574814
6191,3,17.208206
6192,3,18.237822
6193,3,81.553090
6194,3,143.374357
6195,3,18.342324
6196,3,17.737030
6197,3,17.241259
6198,3,0.101957
6199,3,17.198047
6200,3,17.064824
6201,3,17.767167
6202,3,17.782452
6203,3,17.537906
6204,3,16.618587
6205,3,17.882609
6206,3,16.811382
6207,3,17.465921
6208,3,18.074467
6209,3,0.102193
6210,3,17.733298
6211,3,17.748450
6212,3,17.256007
6213,3,0.100236
6214,3,18.053116
6215,3,1.988858
6216,3,0.103079
6217,3,17.435926
6218,3,17.431604
6219,3,17.146759
6220,3,0.106656
6221,3,0.108089
6222,3,0.103337
6223,3,0.114293
6224,3,17.173692
6225,3,17.651985
6226,3,17.442510
6227,3,17.493200
6228,3,0.093210
6229,3,0.113626
6230,3,17.285680
6231,3,0.111009
6232,3,64.586160
6233,3,16.617546
6234,3,17.687161
6235,3,17.714502
6236,3,17.600930
6237,3,17.407790
6238,3,17.362055
6239,3,17.362243
6240,3,17.281163
6241,3,17.459521
6242,3,18.010426
6243,3,18.307977
6244,3,17.347823
6245,3,17.431864
6246,3,16.813840
6247,3,17.957980
6248,3,0.104429
6249,3,0.095092
6250,3,19.520657
6251,3,17.288306
6252,3,0.139776
6253,3,0.088897
6254,3,18.041107
6255,3,0.111053
6256,3,0.099122
6257,3,0.096991
6258,3,17.422769
6259,3,18.284087
6260,3,17.403073
6261,3,17.379090
6262,3,16.371422
6263,3,140.188869
6264,3,17.214417
6265,3,44.499318
6266,3,17.130215
6267,3,17.038510
6268,3,0.102236
6269,3,27.828633
6270,3,132.824825
6271,3,0.099017
6272,3,0.203577
6273,3,17.299071
6274,3,17.965054
6275,3,17.388624
6276,3,17.103536
6277,3,17.570165
6278,3,0.091498
6279,3,18.338240
6280,3,17.383522
6281,3,0.109459
6282,3,17.577603
6283,3,17.303357
6284,3,17.218576
6285,3,17.471755
6286,3,0.095644
6287,3,17.174257
6288,3,17.595523
6289,3,16.949861
6290,3,0.106316
6291,3,0.100416
6292,3,209.728580
6293,3,1.785942
6294,3,17.273948
6295,3,17.873836
6296,3,0.090962
6297,3,0.105075
6298,3,18.087940
6299,3,17.168518
6300,3,0.090427
6301,3,17.484483
6302,3,17.632792
6303,3,17.770179
6304,3,18.356787
6305,3,17.231475
6306,3,0.099296
6307,3,0.102643
6308,3,17.312466
6309,3,17.461645
6310,3,0.108248
6311,3,33.417645
6312,3,0.092786
6313,3,17.278747
6314,3,16.951695
6315,3,18.074962
6316,3,16.857874
6317,3,0.102751
6318,3,19.668081
6319,3,17.157854
6320,3,17.188460
6321,3,16.965181
6322,3,13.900975
6323,3,17.152708
6324,3,17.806029
6325,3,0.112997
6326,3,0.095323
6327,3,0.093636
6328,3,16.960284
6329,3,0.102960
6330,3,0.096908
6331,3,16.978689
6332,3,18.214729
6333,3,33.984057
6334,3,17.317033
6335,3,17.234201
6336,3,17.227047
6337,3,17.492329
6338,3,18.063799
6339,3,0.095791
6340,3,17.662733
6341,3,17.078507
6342,3,16.953898
6343,3,17.278621
6344,3,17.424405
6345,3,18.027732
6346,3,0.105290
6347,3,17.735938
6348,3,17.335667
6349,3,0.092246
6350,3,16.988382
6351,3,18.052146
6352,3,18.385319
6353,3,17.588675
6354,3,16.486449
6355,3,0.101370
6356,3,17.192494
6357,3,0.105717
6358,3,19.094075
6359,3,134.397716
6360,3,17.654762
6361,3,17.214857
6362,3,17.704230
6363,3,0.097312
6364,3,18.825384
6365,3,0.297199
6366,3,17.374736
6367,3,0.115680
6368,3,16.990033
6369,3,17.306560
6370,3,0.104666
6371,3,17.071402
6372,3,16.987073
6373,3,17.318495
6374,3,0.098997
6375,3,0.087803
6376,3,18.099288
6377,3,0.101752
6378,3,17.605184
6379,3,17.255789
6380,3,0.103070
6381,3,0.103225
6382,3,18.733771
6383,3,0.089242
6384,3,17.878722
6385,3,17.039797
6386,3,17.408428
6387,3,18.424499
6388,3,17.365772
6389,3,0.147950
6390,3,0.110275
6391,3,16.895365
6392,3,18.215962
6393,3,17.709316
6394,3,16.845313
6395,3,17.406450
6396,3,17.366888
6397,3,18.782883
6398,3,17.711271
6399,3,0.103140
6400,3,17.454021
6401,3,17.279663
6402,3,0.457203
6403,3,18.216041
6404,3,17.486277
6405,3,17.510260
6406,3,17.528705
6407,3,87.657519
6408,3,17.333955
6409,3,0.102609
6410,3,17.469360
6411,3,17.271021
6412,3,17.438050
6413,3,17.099517
6414,3,0.102842
6415,3,17.894048
6416,3,17.342360
6417,3,19.563414
6418,3,17.168033
6419,3,17.347612
6420,3,16.838529
6421,3,17.494937
6422,3,17.294180
6423,3,0.104250
6424,3,0.092859
6425,3,17.123619
6426,3,0.105580
6427,3,17.007371
6428,3,146.499380
6429,3,0.093929
6430,3,17.607115
6431,3,0.096057
6432,3,17.664813
6433,3,17.038464
6434,3,0.099547
6435,3,0.104362
6436,3,45.032681
6437,3,18.417433
6438,3,0.108127
6439,3,110.679127
6440,3,17.020428
6441,3,17.540047
6442,3,0.095774
6443,3,17.299048
6444,3,18.323152
6445,3,18.638957
6446,3,17.355463
6447,3,17.485513
6448,3,17.206129
6449,3,0.090152
6450,3,17.640745
6451,3,17.437379
6452,3,17.022088
6453,3,0.106250
6454,3,17.615343
6455,3,17.269890
6456,3,17.118154
6457,3,0.112321
6458,3,17.444704
6459,3,17.574555
6460,3,17.279138
6461,3,17.447188
6462,3,109.233062
6463,3,17.816993
6464,3,18.923464
6465,3,17.384268
6466,3,17.226628
6467,3,17.113004
6468,3,17.536467
6469,3,0.099334
6470,3,17.163527
6471,3,17.287235
6472,3,0.091944
6473,3,22.154904
6474,3,17.659231
6475,3,0.096186
6476,3,17.467058
6477,3,0.088290
6478,3,18.445679
6479,3,17.520902
6480,3,17.813120
6481,3,17.104745
6482,3,17.638049
6483,3,17.888710
6484,3,17.341049
6485,3,18.062950
6486,3,16.964525
6487,3,0.087878
6488,3,27.376074
6489,3,17.395902
6490,3,17.590475
6491,3,16.683202
6492,3,0.163404
6493,3,0.105296
6494,3,18.889673
6495,3,17.583304
6496,3,22.716852
6497,3,17.547718
6498,3,17.473464
6499,3,17.152152
6500,3,17.011550
6501,3,17.524571
6502,3,18.478691
6503,3,17.431453
6504,3,17.370820
6505,3,0.105126
6506,3,19.080602
6507,3,17.396905
6508,3,17.270236
6509,3,18.627201
6510,3,17.373335
6511,3,17.306296
6512,3,17.198067
6513,3,17.513103
6514,3,18.199845
6515,3,0.092429
6516,3,16.949408
6517,3,18.805538
6518,3,17.125061
6519,3,17.273053
6520,3,0.139180
6521,3,17.406269
6522,3,16.908790
6523,3,14.035246
6524,3,16.580063
6525,3,0.096823
6526,3,1808.831721
6527,3,17.266097
6528,3,0.092457
6529,3,0.091800
6530,3,17.400438
6531,3,0.107259
6532,3,0.148491
6533,3,1802.926298
6534,3,17.017917
6535,3,17.721640
6536,3,18.026041
6537,3,17.016757
6538,3,17.198136
6539,3,0.099884
6540,3,0.102477
6541,3,17.550444
6542,3,17.540131
6543,3,17.315054
6544,3,18.667392
6545,3,17.368971
6546,3,0.244971
6547,3,17.158147
6548,3,18.309644
6549,3,0.088290
6550,3,0.111457
6551,3,17.571469
6552,3,17.922866
6553,3,0.102760
6554,3,17.264324
6555,3,17.245710
6556,3,17.520252
6557,3,0.089066
6558,3,17.283344
6559,3,86.132204
6560,3,0.163332
6561,3,0.089902
6562,3,69.404561
6563,3,17.273092
6564,3,667.572610
6565,3,135.882943
6566,3,818.888047
6567,3,0.103778
6568,3,18.368545
6569,3,0.099468
6570,3,38.773934
6571,3,0.103983
6572,3,0.100751
6573,3,17.381617
6574,3,17.256871
6575,3,0.084967
6576,3,2.815667
6577,3,17.841761
6578,3,17.621120
6579,3,17.535056
6580,3,17.441496
6581,3,0.105498
6582,3,0.101649
6583,3,0.113371
6584,3,17.299929
6585,3,17.267500
6586,3,17.017025
6587,3,17.143802
6588,3,17.694068
6589,3,19.688694
6590,3,17.915835
6591,3,0.110237
6592,3,19.013792
6593,3,17.870564
6594,3,0.461334
6595,3,0.104088
6596,3,17.581136
6597,3,16.949979
6598,3,0.093104
6599,3,17.743590
6600,3,17.370945
6601,3,17.418836
6602,3,17.253705
6603,3,17.224058
6604,3,16.930025
6605,3,17.270744
6606,3,17.249809
6607,3,4.849421
6608,3,0.102217
6609,3,0.106612
6610,3,17.474271
6611,3,0.106375
6612,3,0.091995
6613,3,0.112173
6614,3,0.105231
6615,3,0.108199
6616,3,17.758455
6617,3,0.100288
6618,3,17.709643
6619,3,17.328645
6620,3,17.546693
6621,3,31.713227
6622,3,17.754752
6623,3,0.103745
6624,3,0.227118
6625,3,0.090480
6626,3,34.088438
6627,4,29.320055
6628,4,0.119722
6629,4,72.403477
6630,4,0.213399
6631,4,9.313030
6632,4,18.377599
6633,4,0.117245
6634,4,17.184479
6635,4,0.106582
6636,4,0.138479
6637,4,0.128999
6638,4,0.108818
6639,4,100.164731
6640,4,42.914058
6641,4,0.094051
6642,4,411.009908
6643,4,0.104448
6644,4,52.263305
6645,4,0.124281
6646,4,0.146592
6647,4,50.956524
6648,4,17.439002
6649,4,0.134261
6650,4,0.252280
6651,4,308.082122
6652,4,453.030836
6653,4,5.141965
6654,4,5.532473
6655,4,29.210865
6656,4,9.536177
6657,4,36.272836
6658,4,17.787862
6659,4,96.660015
6660,4,883.040203
6661,4,18.234970
6662,4,79.298991
6663,4,0.097695
6664,4,0.121442
6665,4,11.397311
6666,4,9.547294
6667,4,0.104777
6668,4,17.461324
6669,4,159.766314
6670,4,0.105030
6671,4,0.274473
6672,4,0.148792
6673,4,127.424584
6674,4,39.465465
6675,4,0.359819
6676,4,5.238910
6677,4,0.111028
6678,4,18.354104
6679,4,37.303948
6680,4,5.140838
6681,4,0.132329
6682,4,60.330121
6683,4,0.120712
6684,4,97.243795
6685,4,0.100934
6686,4,0.100564
6687,4,17.451333
6688,4,10.385568
6689,4,56.742662
6690,4,52.722364
6691,4,122.352144
6692,4,0.122515
6693,4,30.974612
6694,4,0.111478
6695,4,4.703498
6696,4,18.142689
6697,4,95.619866
6698,4,893.454549
6699,4,18.163043
6700,4,0.271927
6701,4,18.292346
6702,4,462.177150
6703,4,20.530077
6704,4,18.090423
6705,4,32.075815
6706,4,103.372882
6707,4,43.591847
6708,4,0.368462
6709,4,0.114623
6710,4,0.233063
6711,4,121.812369
6712,4,0.143959
6713,4,6.372694
6714,4,16.779229
6715,4,18.464245
6716,4,17.720539
6717,4,0.180996
6718,4,44.217836
6719,4,458.013918
6720,4,454.299973
6721,4,0.108866
6722,4,35.381451
6723,4,0.104746
6724,4,4.916414
6725,4,17.228376
6726,4,34.457917
6727,4,18.362407
6728,4,0.540265
6729,4,2.845207
6730,4,0.101503
6731,4,0.252493
6732,4,0.134052
6733,4,0.119097
6734,4,1400.244569
6735,4,0.228277
6736,4,19.925494
6737,4,122.353747
6738,4,16.520836
6739,4,0.151670
6740,4,0.109516
6741,4,0.264658
6742,4,0.151722
6743,4,53.755982
6744,4,0.118873
6745,4,185.037181
6746,4,117.514539
6747,4,0.099326
6748,4,17.289460
6749,4,8.949825
6750,4,9.213149
6751,4,0.125900
6752,4,0.096251
6753,4,29.675714
6754,4,5.742709
6755,4,2.861577
6756,4,0.094150
6757,4,16.988468
6758,4,0.117961
6759,4,0.100337
6760,4,39.941564
6761,4,10.339167
6762,4,29.165271
6763,4,0.119018
6764,4,109.522165
6765,4,0.125593
6766,4,0.119820
6767,4,17.289905
6768,4,2.780493
6769,4,562.829066
6770,4,0.137844
6771,4,68.502697
6772,4,453.334227
6773,4,29.824533
6774,4,30.712190
6775,4,0.116668
6776,4,146.047119
6777,4,0.177688
6778,4,17.327765
6779,4,23.358785
6780,4,195.962484
6781,4,0.146948
6782,4,19.491726
6783,4,0.100253
6784,4,0.124819
6785,4,885.710343
6786,4,18.709816
6787,4,0.147746
6788,4,444.702339
6789,4,0.201723
6790,4,15.722993
6791,4,17.302608
6792,4,0.102319
6793,4,29.194978
6794,4,0.092542
6795,4,0.113408
6796,4,461.698186
6797,4,0.096898
6798,4,0.485769
6799,4,17.781382
6800,4,47.561064
6801,4,0.116780
6802,4,0.220917
6803,4,18.834923
6804,4,17.409116
6805,4,23.515289
6806,4,30.303177
6807,4,109.265934
6808,4,2.764739
6809,4,0.111431
6810,4,0.104942
6811,4,0.120148
6812,4,662.921315
6813,4,0.126694
6814,4,0.097734
6815,4,17.584347
6816,4,0.121936
6817,4,0.316416
6818,4,0.133663
6819,4,0.096796
6820,4,0.114627
6821,4,0.123953
6822,4,67.093909
6823,4,333.721745
6824,4,17.586109
6825,4,73.642151
6826,4,0.114703
6827,4,0.124781
6828,4,94.581649
6829,4,0.300271
6830,4,0.100178
6831,4,0.111565
6832,4,0.107283
6833,4,0.098547
6834,4,0.105464
6835,4,0.269451
6836,4,0.096468
6837,4,54.439284
6838,4,0.109214
6839,4,0.277486
6840,4,0.109002
6841,4,5.165493
6842,4,462.621369
6843,4,17.059295
6844,4,17.379047
6845,4,0.146045
6846,4,0.110650
6847,4,72.152729
6848,4,0.191983
6849,4,0.095345
6850,4,17.533093
6851,4,17.986210
6852,4,17.834175
6853,4,95.693356
6854,4,0.221450
6855,4,20.796142
6856,4,121.210467
6857,4,16.928813
6858,4,0.138067
6859,4,0.342175
6860,4,118.854379
6861,4,10.418775
6862,4,17.129900
6863,4,11.201353
6864,4,0.104848
6865,4,17.510056
6866,4,472.319333
6867,4,0.107057
6868,4,0.284772
6869,4,20.508243
6870,4,669.844484
6871,4,40.477583
6872,4,0.122529
6873,4,18.659357
6874,4,0.132307
6875,4,5.147122
6876,4,459.279637
6877,4,0.098955
6878,4,4.954614
6879,4,0.502875
6880,4,31.745684
6881,4,44.273330
6882,4,17.923785
6883,4,17.553075
6884,4,95.813110
6885,4,74.059049
6886,4,0.113183
6887,4,892.888520
6888,4,0.108517
6889,4,0.107466
6890,4,0.111135
6891,4,0.124536
6892,4,0.118642
6893,4,16.621998
6894,4,0.107466
6895,4,192.824032
6896,4,95.291084
6897,4,412.913195
6898,4,95.988068
6899,4,0.114969
6900,4,0.110716
6901,4,0.110962
6902,4,151.327258
6903,4,30.643356
6904,4,19.797557
6905,4,0.126541
6906,4,0.100992
6907,4,18.590133
6908,4,17.392608
6909,4,36.712802
6910,4,0.199282
6911,4,18.095188
6912,4,0.119799
6913,4,50.733885
6914,4,0.105403
6915,4,17.436898
6916,4,18.656626
6917,4,0.123060
6918,4,121.235446
6919,4,0.111506
6920,4,121.519953
6921,4,17.714106
6922,4,17.384940
6923,4,0.136091
6924,4,0.109209
6925,4,16.687465
6926,4,5.079927
6927,4,125.702556
6928,4,194.142386
6929,4,37.620917
6930,4,0.119086
6931,4,0.109565
6932,4,0.123173
6933,4,18.175489
6934,4,0.115033
6935,4,43.296750
6936,4,459.074892
6937,4,18.052306
6938,4,0.123234
6939,4,9.705418
6940,4,0.103091
6941,4,16.904639
6942,4,417.802287
6943,4,0.224494
6944,4,0.118937
6945,4,34.264225
6946,4,66.694586
6947,4,37.202020
6948,4,40.518647
6949,4,445.334480
6950,4,0.125662
6951,4,0.113718
6952,4,0.223426
6953,4,30.115772
6954,4,42.811672
6955,4,18.038456
6956,4,50.941581
6957,4,119.233684
6958,4,26.941072
6959,4,107.162928
6960,4,23.977812
6961,4,17.321711
6962,4,18.322874
6963,4,1.952267
6964,4,656.737473
6965,4,51.832769
6966,4,34.634147
6967,4,20.934839
6968,4,200.315666
6969,4,0.101537
6970,4,41.437652
6971,4,18.066323
6972,4,17.315187
6973,4,17.297179
6974,4,451.171887
6975,4,51.702630
6976,4,0.124171
6977,4,49.935041
6978,4,0.118865
6979,4,2.791179
6980,4,109.034101
6981,4,0.108963
6982,4,0.113980
6983,4,121.537970
6984,4,0.108815
6985,4,0.128257
6986,4,30.513077
6987,4,68.943474
6988,4,273.419843
6989,4,17.667954
6990,4,33.371553
6991,4,0.122290
6992,4,45.643380
6993,4,20.468636
6994,4,466.529114
6995,4,0.165520
6996,4,425.044106
6997,4,17.336678
6998,4,2.759794
6999,4,0.104945
7000,4,0.155078
7001,4,0.126660
7002,4,0.103969
7003,4,0.101963
7004,4,76.278326
7005,4,1802.717711
7006,4,28.609434
7007,4,0.106280
7008,4,0.103726
7009,4,17.974314
7010,4,0.119562
7011,4,17.120510
7012,4,0.122093
7013,4,17.219122
7014,4,31.115486
7015,4,36.782403
7016,4,17.040020
7017,4,17.594554
7018,4,0.105781
7019,4,37.299356
7020,4,0.139189
7021,4,0.120145
7022,4,206.217353
7023,4,17.758734
7024,4,11.336351
7025,4,0.124552
7026,4,9.441759
7027,4,19.731554
7028,4,17.303698
7029,4,0.123844
7030,4,0.101061
7031,4,0.096788
7032,4,0.106765
7033,4,0.160329
7034,4,5.132772
7035,4,452.343044
7036,4,0.356187
7037,4,17.504185
7038,4,345.725193
7039,4,464.974574
7040,4,0.117603
7041,4,0.117280
7042,4,436.442051
7043,4,67.825470
7044,4,17.268956
7045,4,0.107089
7046,4,31.830037
7047,4,46.133016
7048,4,70.550053
7049,4,18.687298
7050,4,54.777657
7051,4,2.793622
7052,4,0.356459
7053,4,30.371051
7054,4,0.115389
7055,4,17.027318
7056,4,0.172945
7057,4,19.008608
7058,4,0.138930
7059,4,5.123708
7060,4,0.099789
7061,4,54.651183
7062,4,17.106850
7063,4,17.312833
7064,4,95.822056
7065,4,0.123880
7066,4,200.435889
7067,4,18.692841
7068,4,0.122455
7069,4,0.117220
7070,4,0.240245
7071,4,93.181922
7072,4,17.070829
7073,4,17.181993
7074,4,2392.340491
7075,4,0.255658
7076,4,0.095734
7077,4,0.136389
7078,4,123.013416
7079,4,0.104896
7080,4,0.125834
7081,4,2.818846
7082,4,1.966907
7083,4,324.980853
7084,4,14.546132
7085,4,25.395439
7086,4,18.906861
7087,4,457.342153
7088,4,50.888983
7089,4,17.547685
7090,4,17.499402
7091,4,16.824104
7092,4,17.598702
7093,4,0.104296
7094,4,18.902495
7095,4,0.115856
7096,4,0.169287
7097,4,10.208338
7098,4,17.498340
7099,4,679.026170
7100,4,18.212752
7101,4,17.452295
7102,4,0.144351
7103,4,20.020271
7104,4,18.846369
7105,4,16.897796
7106,4,0.101722
7107,4,18.660243
7108,4,19.194615
7109,4,5.226289
7110,4,0.105222
7111,4,5.545446
7112,4,18.698984
7113,4,296.233636
7114,4,0.097105
7115,4,19.336612
7116,4,11.329653
7117,4,5.570417
7118,4,67.026602
7119,4,448.559756
7120,4,18.642444
7121,4,0.118471
7122,4,0.120951
7123,4,147.628298
7124,4,18.170388
7125,4,0.098250
7126,4,397.946517
7127,4,351.689999
7128,5,0.138158
7129,5,5.487796
7130,5,2.768082
7131,5,90.381276
7132,5,76.911125
7133,5,0.334437
7134,5,0.156180
7135,5,0.205341
7136,5,0.219256
7137,5,11.378900
7138,5,0.140610
7139,5,0.128254
7140,5,10.288510
7141,5,0.129919
7142,5,0.328745
7143,5,0.128426
7144,5,72.814318
7145,5,102.937156
7146,5,0.361582
7147,5,143.135039
7148,5,9.486975
7149,5,0.360602
7150,5,1.852605
7151,5,0.356747
7152,5,0.201959
7153,5,9.667102
7154,5,6.370364
7155,5,0.353346
7156,5,0.151550
7157,5,651.803357
7158,5,20.992480
7159,5,39.799688
7160,5,0.331639
7161,5,5.895586
7162,5,40.349869
7163,5,8.767097
7164,5,0.331884
7165,5,0.128294
7166,5,5.472067
7167,5,187.407046
7168,5,0.123971
7169,5,0.123206
7170,5,4.517351
7171,5,0.158803
7172,5,0.132294
7173,5,644.135881
7174,5,5.452631
7175,5,5.611383
7176,5,0.144443
7177,5,0.108454
7178,5,0.120375
7179,5,0.127751
7180,5,37.713570
7181,5,0.199089
7182,5,0.330720
7183,5,0.125806
7184,5,523.813366
7185,5,32.992106
7186,5,114.847715
7187,5,37.476017
7188,5,0.351442
7189,5,10.147410
7190,5,0.350001
7191,5,0.144493
7192,5,0.126233
7193,5,0.332997
7194,5,146.441821
7195,5,0.110389
7196,5,1.166391
7197,5,92.496440
7198,5,0.219341
7199,5,0.313630
7200,5,0.333693
7201,5,34.744712
7202,5,0.123291
7203,5,37.791582
7204,5,0.329878
7205,5,46.130093
7206,5,0.124434
7207,5,12.033634
7208,5,0.142116
7209,5,0.124059
7210,5,118.655740
7211,5,34.499537
7212,5,0.121328
7213,5,1519.830245
7214,5,39.630343
7215,5,0.330567
7216,5,6.538109
7217,5,34.960536
7218,5,671.474170
7219,5,0.118863
7220,5,1410.806452
7221,5,0.127769
7222,5,0.339343
7223,5,0.201822
7224,5,0.153419
7225,5,67.823806
7226,5,145.080801
7227,5,242.595586
7228,5,639.691768
7229,5,39.506224
7230,5,0.125355
7231,5,0.211499
7232,5,0.327995
7233,5,4.421565
7234,5,459.917107
7235,5,45.627450
7236,5,0.138349
7237,5,0.099308
7238,5,0.111331
7239,5,147.325732
7240,5,4.438712
7241,5,144.905750
7242,5,43.423899
7243,5,0.362482
7244,5,0.328337
7245,5,130.961854
