txid worth
0x6144813beecf4d00e090e5b72192daadb1fb02974fcf17d2e2cbe404d7f18a67 1000000000000000000.000000
0x6cb43ca3babfa9cc171630e796681e19d63e7ef818ce06b354e41fae9c29a07b 1000000000000000000.000000
0x3255dac8a35cd5b4aaef78d22261e0b19bfeb97c8fc154cdcaa30b0dbd587fbf 1000000000000000000.000000
0xc61f1bebd9ef97a8e578f74ea845d5c7b710bb112ecd7c6eecee3621c9022adb 1000000000000000000.000000
0xce8dc42b9ef864ad764e4c85422b4bac72273c40766ad67c5fdaececa7552c8d 1000000000000000000.000000
0xae1c2b01a7aa706f34d44c808815e87e6788703e40fe4a105865777301233a1b 1000000000000000000.000000
0x69aa1ea4a8fbb3761b3a713f7596df360559ca493f1e9ddcd23a21273102428a 1000000000000000000.000000
0xc45185839005c887eda7139e36b0d3633f4fdb85ed55a1aa3c3ac4e13bd5e34b 1000000000000000000.000000
0xfb612f931c5c4e5742bdfcbd14a85685a480e5ccd05681b535c37a2790820993 1000000000000000000.000000
0x530c52d93c1ce50bc88f4e68109e5d5db543e0c71f4930cefa2e5761f1879495 1000000000000000000.000000
0x73a91d0e4fe1d49b1953041b3df4a7e43c5b420f99598d58cd2e487946ac3b5d 1000000000000000000.000000
0xf4a54f11a17bd817a6441a01fe176388efcdbcd22ca2159faef23d7434269127 750000.000000
0x584264220588e3e50f4d4a1b11c5d3d5ded8de055a5298c81865f683dfc8ea95 600000.000000
0xf140c9821af817400814a6f01c17bb4bb67af1df174ae5c0f459da327bb2316e 400000.000000
0xaae760c2aefdb753f05225adea666849705c80042c3786d4cf3cc4fb0552bf49 375000.000000
0xb8e127ccc7d641a2c2177c5330bcd2a88c1d649f5fdbebd15a623f2462791bcc 300000.000000
0x31bf9d971f16412fe14eb8b2b57db7f19e6f946e92c85b44caba232258d775ce 276021.000000
0xe683476e2c14e3911d296f51796090bf7e2a2b925a681cec8425bb2b10f2e4a7 250000.000000
0x1d9a76eefa771429f22f493058dc6f6ea5fb9b34a1d2b0f1c1ec86c2bb5db6a1 250000.000000
0xf0acde01f0c4ee0e46532e3665cfd39d5e38a7b2268522a795802566797a3f9b 100000.000000
0x44822349c6661b6eba1de13fbb6ac28b76629270c0f6a2342acb54bf47ea63bd 98818.000000
0xf18bda96f155b996b36d5706c1936d52fab190cc4e0370d24c0be4351cc08d5d 97500.000000
0x167cf40f6baa8b9c5258a43a95bb1b8fcdcd1921345557b655e9f9e9924499c1 97500.000000
0x0313d6713e62a9b66da01899f56f10bc2c4f73684861cd2cf7562a26e87bf24a 80000.000000
0xbc8af5c04c97f498d670e935b13dcdc29d0dba6bcd779c7d78e8db25e1766b5c 75000.000000
0xbc8af5c04c97f498d670e935b13dcdc29d0dba6bcd779c7d78e8db25e1766b5c 75000.000000
0xbc8af5c04c97f498d670e935b13dcdc29d0dba6bcd779c7d78e8db25e1766b5c 75000.000000
0xbc8af5c04c97f498d670e935b13dcdc29d0dba6bcd779c7d78e8db25e1766b5c 75000.000000
0xbc8af5c04c97f498d670e935b13dcdc29d0dba6bcd779c7d78e8db25e1766b5c 75000.000000
0xbc8af5c04c97f498d670e935b13dcdc29d0dba6bcd779c7d78e8db25e1766b5c 75000.000000
0xec98887c089e8118a7555a07fc4996eeade10fb9b53bc2ca8b163816b4b1eb4f 60000.000000
0x1a90c86fd34117f713d04f7003c78b004e892139572fe48f5c0754771bddd401 60000.000000
0x95c6cc8928f7d090e436f1d2d8d097407553c5182bc3a3df9b13c90e23733872 50000.000000
0xfd43f6d241f88cc57e764b01828065534cdb0ab36a471845c64c9349430e5293 49000.000000
0x654ead091bb09321dc885c88283c07da3e3f519472cf2165b2c757d95f2eae76 41667.000000
0x654ead091bb09321dc885c88283c07da3e3f519472cf2165b2c757d95f2eae76 41667.000000
0x654ead091bb09321dc885c88283c07da3e3f519472cf2165b2c757d95f2eae76 41667.000000
0x36c426de375d9984bc148afd31b6679d7b4fff554480bc4d3879345ed2877c12 41174.000000
0xe2e6badddb98c944878f82cdb9246023c519a3051d3a62109c4bab7e560cd9a7 30900.000000
0xbaf7354d7fcf0214d67700976ddbf7b1df02d7d355e0b15615046caf1d6c2e0b 30000.000000
0x3dd80f13fd7461c22789813af9275c7df4a22dfe778db0e5f44cffd04839afd4 30000.000000
0x479419851e61ea3396bdbef68cf6b2fe20f7e68763819259e3d6ba004cf15751 30000.000000
0x2c6a53bf39ac0aaca1711446a8ed5d4fd100e6c6a214647de6039df1f23c72fa 26999.990000
0x47feac4ab43423b8c5dd10b3bce1a5601e5d7624402f81fda7221e6fb86aa144 25242.000000
0xcc5f3fd01fd4a76291beb6698acf6d2123f2f8cdf65d97a3bc6fc501bb490461 25000.000000
0xbc7287768ef412a7b6b365717407d39304057e3f2cda23ce99e97a8020955c8b 24999.990000
0x1411a8c56eb00471a65bea2e430498de4b3e0d05ec12131acebdee00d9ae8498 21999.990000
0xc396b689f536428e832725276b48273da60eee338b780ef6026a4e6cc8fd069e 20999.990000
0xb359d61487f652a67970169f38df80b2fad1842157efef93bafdc9a9c3401c46 20500.000000
0xe72c49445e8eafa098c1321f14b42122e3ad155e26ffccaf5a7db9ae266a12c0 20000.000000
0x5ca6ab9733c32711cd1acdfa4b36a174f6de0f0b383089c7afabd1424f4bf017 20000.000000
0x19cc2b7966cc125a08c8932412c05c3ad4f185b1484182221b34b79e28d94adc 20000.000000
0xfb553da49e9decd981bed5ab3a1b041f0d4afc10e2c958641495a10f70009e5a 20000.000000
0xae5f169a7b6afcff68a59f625d0374b114505a8d0997e78d6a5912e6b85660ae 20000.000000
0xf50f3774c1c98d6c9c9c350daa2bd030109ca9ef1467cddc0a6a283969ebb7c1 20000.000000
0xfec1636cca783e927f8a5b02529bb35e51fbd521417bc390d557915e7d6160b2 19989.000000
0xfcb98d4a02f25ee44e4df8e31d21bc169d096c6ab83d589e461a07ef6fee25d2 19900.000000
0xb07be9aa98a101b46cd978a0baebbe0da9c41ecff22a2692ecd4e01eb173bfcc 19540.988731
0xb2ea92dc4bcf8fe5e28184cfdc63795f5cfe7d1debd80c4607bd334db28653fb 18000.000000
0xcdb1c8e57aa1e19a28abfce2d706b4d660c5f060b6648715d3205cd556b4f214 17000.000000
0xa5e7f5276962163a2fe38355beb370b0f0b843a02998f925d8bd2e3eebc79cde 16033.000000
0x3d2327b547262e5fa764e5a753e933d0f3f1367fc55840e324fc262dd98f1930 15762.160000
0xae22f456a318b03c168f71840fd00346073a569fc61153b785a52e63b6b4e149 15687.020000
0xb1f1d7e8f75372bd46892e3c16cf86703fd0ec8da730aa1c01e13a44f5ea6f21 14000.000000
0xda3e4436d5cdbf17ed660f112ca3599ed265ff61bb03e61245233f560d35eab1 14000.000000
0x6da1d436f6162acb65d2063e43d682d437a0d70e4ff39092d853dabdc8afa0b8 13900.000000
0xe3c5a58b6592f5272c0cccb49118b2327bddbe38d8674674c259587d3d2d02d5 11671.086901
0xe0e73fe0b525cbca4cd449159ec33d477e6dfc2bd94346996114a75425a3a0f0 10897.000000
0xb8156cfebbed14ab347c30d497e55cffeace8057987d4d3ba2ce8c2c40442587 10287.000000
0x5421a70f0f2d3c8649e25bf500e44c92544dc1d45af86b7254ec988428be8d5e 10193.090000
0xc090f7cdad1856f10ad24df677131915e2f518ac58a7ac10ffbcb88388e639b5 10000.000000
0xc090f7cdad1856f10ad24df677131915e2f518ac58a7ac10ffbcb88388e639b5 10000.000000
0xd6e722cfdfc5f83aa97ef9261a7db96b2b20975d5cedf17dd4480b9f2c7f5a54 10000.000000
0xb5fec9d625f80f90ab007cef4cd964d75222c522b2cd42a35e115383a2011120 10000.000000
0x1d74b7cbaeaedbb2f570e26a9cee34f43c6eee62db8c0647b051412123eea086 10000.000000
0xa1e2e6e8f4bb41c2af3f2c98dbfd20c1d4488d01d264ebe41a47709d307d691a 10000.000000
0xfc4123ad8278c61336073c14b647aebd6617a4195ee1dff46dbf0f1463c1eaaf 10000.000000
0xd3bd5385bf3945cd55e767ed1556abaed1ac33d4044d74e04a47c99267df9e8f 10000.000000
0x7b46dba87a4fd58d0f8a52b2a3bb7ef3297adcf043360039555be8e5264c3fa9 10000.000000
0x5509df87206562e861e9af578ec8280d01617f7e721dec65629f86ebc9e2598f 10000.000000
0x32fff692c7b177713f47edb47a66ae52e440c4363e96bb40617b82fad46978e4 10000.000000
0x6b05b00e15c97f2d0ac418f3e576c188b552adf02f015122b7391c0085a7cc0b 9999.995000
0xd459855be369d3f0b89b18bc9e72f46f94848de376bdb78f3399e0b53eb3a046 9999.000000
0xcd78a028f6e0a751f7ec8d08148aaa6aba30e4e85bb18e1ebb3242fd39315aba 9914.000000
0x9ec08fd222c0bd0db289ed682723adde9f21d5e336f8d9e098f2a2ba19787c84 9712.854322
0xeb1de9cccbfb509abc8537be4b93ace5647631632b0b721c7938730b1e3fe234 9427.239640
0xda1cb39dddf5c4e3fc31d9249b88e4ddec25dbc128dbd2b33fd5bcaefed7dd58 9400.000000
0x1c9af71385f610c54938bcd4e22e9a10d8a75e0ee3576f3863f1a6a25a30b970 9341.411675
0x54deeead8b0f9f6c4a917e9e5036b1b6765750d8d9e6489d41091997a67a1c3f 9291.000000
0x4de8e5a07aea2bfc3f8375eb5d45f8eb99ff7da0f36bfc69912be89300a76eb1 8989.990000
0xa7f2e0a1ae237051899a168e7b7233c16703cb4cb48091d7cd8877304445c481 8587.700000
0xa9976258e805cd9185923613c998ee72496fdc9828afcdd5b368bec58de79dfb 8398.000000
0x57bf0c554c1d87d17b66967a4880bef6d5413cfed3f4cfcd4aa4c252bf0aa443 8000.000000
0x5164fde336a78baf19e87ebeb8b0cb4ed89b87de4354edfb4c713796ae68dc46 8000.000000
0x6e1b3ba620143b7bcea4d5e098b37ff0ff0f849091905d1981cdb3180b388829 7999.990000
0x0891266f602c104836d4e082b4af88a2db5305b467dc04435e6691a830a2ea9f 7967.400000
0x19a3a097a254be3fc98303fcb4872ff3eb98940503702f1610ed8023f54bff64 7900.420000
0xe7b1c47ba8f2def914ff4d96d139966b33fbf1f905d2a5871a9621bccbcae34e 7898.140000
0x982cc5931db3617a7a1a00e083fbcdc664d5dac8add0c9374d6b36dcefafc5a7 7552.402400
0x9880ef8fcaafabba7817212b48156ce868824ef9fc3a67b1e8b25ac8d03352f8 7256.841080
0xb628663ffd279013d2c4b27d860a3ace28a289bbed9b71d972b4c503ba87e36e 7250.000000
0x2bc14e25df29ae6d5a8071c6de6d9f1d12b2f04924d738dbf54c3f297dc7083a 7201.000000
0xf368c4edeaa96ba4a0a31822101a90d88e193ec958f7574a68519704e52d4c89 7000.000000
0xf368c4edeaa96ba4a0a31822101a90d88e193ec958f7574a68519704e52d4c89 7000.000000
0xf368c4edeaa96ba4a0a31822101a90d88e193ec958f7574a68519704e52d4c89 7000.000000
0xf368c4edeaa96ba4a0a31822101a90d88e193ec958f7574a68519704e52d4c89 7000.000000
0xf368c4edeaa96ba4a0a31822101a90d88e193ec958f7574a68519704e52d4c89 7000.000000
0xf368c4edeaa96ba4a0a31822101a90d88e193ec958f7574a68519704e52d4c89 7000.000000
0xc9218e470c8b25d3d8ccdd2dbc75f7f1fc44c18863850e1753330d3bdec599f6 6995.790000
0x52f4931589ae2a27dd2281390123f9ae4e08b08ed0d3485ad8ecc19bc73b312e 6945.000000
0x7cd6099784e65f116f5e971319cb1df5e159c022dab859812b67ee742d67eb75 6709.954990
0x77f7ea7ee657fbf35876d1422b218b0ab5d29b920f1f7022ca6057753448938c 6685.200467
0x9b080b59785551865c1b477626bb14a83a8be880a0aa13b51b250ea17807ca9d 6144.960000
0x4c40430825d5aa3a631313f28a96d5bb9fb30d9c63a76802eebdc2fdc2382b9d 6000.000000
0x4cde87d4fa7484ad6537545c121b230acc1f489285af80600b9daf3924cf8a35 6000.000000
0x6fd258bf65e47027f0da85bd16117ec20d70861283b9c308bbc194a0d9042f22 5999.990000
0x509258cbfc294705165355755714e9ea1325382c14296a776a84f0a867c8d0c3 5999.980000
0xf9319d18fcf3530f8bae2a49619011d3e393cef6b6440cf51cf9768f14d3c5e6 5986.000000
0x5b42ea02db4361c18386f6c582e978ec77633b5a7b3ab5f57a2f156e6b307d60 5836.930000
0x3fe40c669d6648c1e201b378aa36c02d1840fbf1d5a99caed924dfa2210f3fce 5755.236009
0xb18897052c4dadaf19fce565d9d0f204d435448af8795acc5e1717de361f3d66 5500.000000
0x7c2cf572e85ce701b559b5d87dc6d2f61ee20fe4de783e2d1b0ae264d5112dcf 5493.280000
0xd228ec047fb2f9a2d17c4950d8702e3b7a777163f24810486550881fd04eae59 5386.844025
0x22c2ca72df0b2bb835f434b71ae494772556ed6e1b2c758e03b46fb202ca6ea0 5305.865000
0x3b826c4e2c740710d97621df28bef4fd1027f58cc60efbb1a3c4b5757f5c060c 5301.000000
0xe8304f94e051390eda787ea5649f1cc25dd224443f3f0ba27dbb212edb01de26 5275.200000
0xd4298a0aeded4e07a3bcad12329f85727e47764ba405d3825ae0c4b757b224a2 5275.000000
0xa7c47477e7822cf5982907b7c8092179389d135984fec7abb7e5b8e7dca3c1b4 5269.184900
0xe48e1c6ee14f22b052c96ab44254b7f3a70b50f9f2b1d9927e4cbeb4e402b5bf 5252.000000
0xe6e63afa724e0ed1d5f30cbfc10bf7a428285b5e330d169f01079c48d4b7febf 5206.000000
0x2c2ca266225593841806d9f2bf4eaf271f1c11a46fde7213f69b9447a9671f7a 5100.000000
0x29a535fdb68e59bdaeba6439a0e9659507be5835be21f639e7f3555219254bb1 5099.990000
0x7fbbd9bfffa0a29ac674248daf73065ce2b17c378a2a567fe9f333d21be91b6a 5014.990000
0xe99a7759c059b4b5115fcdce2c861e0c02d2d888c1af514f3b2cccd83b9bebb5 5000.000000
0x1c7f825c885d6a63730587e7b61d7472b009faf6613fc802d69e98b7b2850fef 5000.000000
0x8f2026fbf0f91a2eaabf2c640cdbd37ad467966b1e7e734c43f98b06929bf520 5000.000000
0x722059b0acd6a166b4c5354c1aa4d92dafeaf375869ec1d51798f54ee036a466 5000.000000
0x1c89f1a20c42628f44e8bd78e7076237a4a4790d6434159819924818377c424a 5000.000000
0x9069d28be2738716712bf990d27d2774d761d44c19f2119d337daf72c8a00455 5000.000000
0x469db78733f1e9892f29e83f0c63d2dcd311005240fd40238c3984a3447dd58f 5000.000000
0x60655a85b8a4b8b366bc6f6470ae8a0e8846badcb2d105d2c7127c4b76b79278 5000.000000
0xf90f3b4c994532f0e22e2806fd5302a0a04a1e9f2e26cf7ae3a50630c864c4b8 5000.000000
