txid worth
0x98177517e0731bf6d6f73c1bf15b80b00fb142ea047141d24ba2b02d9331ffcd 7.236900
0xb540b8af37a8a4ce97f840c8e8e388c440c1f448825d130e1228e61a5cc50141 7.228644
0x2492d58c6bfb3f63d223fff5002370be46facede77d2d052d4c71e2c77073451 7.224582
0x1f6e4780c3477a2199beb19259bcbc3846319d19a403954a340f0759f5b6a637 7.210620
0x8238a0b5e1e915a88cf3d981e3428bf1373e9d71b2d313907f31856c3403e204 7.210000
0xf5e7b47e9ee0fa6de0f941d2370c49f82b191f00a28e6f26a6b12112fff4615a 7.200000
0x15e00f8b45581d80e1b1b91abeca4399321c42416752385412ed8643ce727346 7.200000
0x241856f9bd6bff53aa14e6f15dc0f1ddeb9bf148444d7b671296b345f824faef 7.200000
0xbf02c19b0799985748b06dd4b02bf9561b7e4da731723df738cdb5651ea1e99a 7.200000
0x4a2e145fead1acedb39180ec0b8a2984da22ec44bfc807a012ca742ec74eee7e 7.200000
0xe8cb7d4b5af561c1b98d3a24594b8ffccf5cf9309f69eb547a9ada431d53c5b9 7.200000
0x58f5257572f48004612fcde4dbe8177405355e412ce02b189be833fbdb5e05a0 7.177734
0x281fd77b706b521571966015a51e1632b75593729812d41d4237dd0b31f8efbc 7.168142
0xbf252641a4c3cd40a69d62a56c2ed3f386f3a6cf2572bbbd1b6ca31296a77e44 7.162451
0x72fa132cc0bf7e8f1fec00edbf1e4b56e4ffd0c534f29971c8775420ab92bc0f 7.156234
0x8dd391191771c54ae61626d0ed06d511b567e75f3c432570b73289d56a09c1ca 7.137244
0x1bd4749a05faaec52f05e912fe7fe6115733d43816649ddb4fd03ec3ca2e1e6c 7.127768
0xb06e1b338c361a457d0a458af9ba2ea9610cd9c2128245386b590c2f69c1be96 7.126560
0xa12dce15a8596370acbfd56699b07dd89daf0ef509350a7dc3fa497afdaa1232 7.115625
0xbfea86d254b2a807ae67c7d7d20ca475e30bff15c4e9bab116928cd85b708305 7.112988
0xf73b70dbb286a65584e5d892e649e47d30082481f7319689e930752cb917288c 7.105570
0xbcf2a6880614c9b1b4bfa0fa418b0ec1d9851f8e762148201395f154be72aefd 7.100000
0x140f1410b4d91a0139e9c1e28187e290fe19c834c508bffbe93c926fc2023f7c 7.100000
0xc9288e8af84e93924ed6b93f338175bce63389600bf5dd9040b07da69f30f935 7.090000
0x29eecf18a667b79f3a0033f7c50fe4ae1cf72be6989aa7c3bf5724aaf60cd207 7.073283
0x749be375c6c78e9ec3d913c7551ee0a78e533ef3cf4abba66a085fad90a6972c 7.068368
0xe647d9b1feaf3701ad00aaba1e6e77b7aa99fa9062ee6aec77f4db0b22e20305 7.063580
0x7cf2e268d79e939b89a8fb3af7d5ed868146e5e6cc4efcb95ebdf61490d9f2a0 7.063139
0x1016b9494b391ed4d6e3a39af3c5086c809169c89e95fd1a8fb6cb9d25c062ab 7.034186
0xbf2ea21f9e14b35af2c33baed026518fca17ab0fdd817a078e279b7d11aa0de1 7.012826
0x3862ac96448d6f07a44f88d38894b0b577969ea14813da49d89cf981e84fd1d5 7.001000
0xf5b60a00e776b414bbaaa8d0f807bddf508b93a00b528d5a90363ca7193bd72e 7.000000
0x907007e0e35b3d3cec4228b5cc50b5238f8a1973e8a3a15172e103596ff35c15 7.000000
0x349d39e0e8adab461c31cce6fdcc4f8b89390952a5e6ceb76d6af7dc12d0c9c1 7.000000
0x3424e90ef40f0a47d3fa5bf7712321d9e714bf62e18e8ee0b8e7c259be87054c 7.000000
0x139d19c1313d6fff5db8dec095230f606a5a315b7e67cde5cbce18725d468b0b 7.000000
0xc9f49340af7fee5887caeed732658d3c18d1dc5753239b361dbd445899d8cc36 7.000000
0x2e6b63b5e41770043e5bf4d9ab4ed0a4d481d6c72af69370a9e7a0ca1d5621ba 7.000000
0xcb080c421683ef056764a71033f4791a69186862295a236d4cca65afdc74f34f 7.000000
0xd0748aa1374c058b11ba662c90ef685afe48724c6339b9cf40d15d1f1e5f3394 7.000000
0xc5fc0254e6e14e45ad5645bacad441b5e52acbd26ce3995b551f44b312fdbd0f 7.000000
0x53cbb0ac98527c3b3c0bef07ad82b5003bc0a978c02b872b708d979c485d8128 7.000000
0x8f8356ee7f57a5eabcb8440450f1b87f2c892020273cc7cdebdb6427388e11c6 7.000000
0xdb1a647d3a093d7b8f96fb47dd21a6316bb102adb409e5593ddd21328d0b7411 7.000000
0x23bc8864214322484e4815c8c85dbdd6a4e5e494be33bde2405bb594dd6121fe 7.000000
0xad5e736dd36be0b4b4b74aae201a4aa08979c75ef0c953b0c0da3ef3b03339d9 7.000000
0xb637b7f5ecaa2248dc5780cbbb8e04ca9ae82bbea83fc74903d89da0ba3dfbd4 7.000000
0x4b65612c5960171262ad4a7acac460a7f089d88e117963cf851d84bdbff2abda 7.000000
0x2be8e4ed5b00bb8ace748286ed843ddddc58b95d64dd96098248afcb38f39f05 7.000000
0x75122da5cc918ef94f69069fa23fb3b4f4901f627e5a2ae1007422c049b7cfab 7.000000
0x1902c45d20fd7f2c85f5cb4bd623a92afd2e33c97710775c8aff89112411496f 7.000000
0xa2b7092103c63530ea3521fa18afa9b67187ce100e1b821b68d554d182ce8572 7.000000
0x10598e080d98496ce9524a72c0c8abb74ded48dfffbfa77c2d24f779be85d95e 7.000000
0xba6c53776432e76b2452bcbce35d621ff24973a19ae734d896602232a6b52a46 7.000000
0xf73416d50cc3cea179736530efd0eb9533b2e1a9d3baa5a2935fb35fa63883b5 7.000000
0xe20c696cba266f00038716830f79fdf2265cbb8537647d948839e527a0f34748 7.000000
0x6549a6b1cd43e08b8e279cf1785113baab04201d40665c33f3765d35b83630be 7.000000
0x2b76ae44f0b2c0aedf4c6a4c993ca7374c81260b26541e8db8fc46225eb2cd07 7.000000
0x1470e1208a2a1fa2faefce1e3d9377a2f4560fada6f82da376eb628a4c0ccc37 7.000000
0x34a0bded036a921fd977e93fdd9ed0fc9ee64702f4350725133535ac890874f9 7.000000
0xcbf8e545e3dc21dd9599d040be7e217647030091b81de5dad50c5549025be4e4 7.000000
0xed9d8d28726ef8e8a8b0b7cc82907f75825dc26d18c8b06c7a0f6f6732ad702f 7.000000
0x671b77762be430f062a49a6a9dab11f1e387c90e0566380589d1fc3f30393715 7.000000
0xf1d98adb1557061e8c2163bedd8e626fb7aa7bb096648e2d6f5b5c4d764c9eab 7.000000
0xd8f49964ae66681d34e0e85dc601ea7b57bbd39d5ed0b327421ba36caf40616c 7.000000
0x058aaa40a89c43bbc3daa3ecc4ee05d80bc3412e10e0efd42c466781b48743a3 7.000000
0xa84954231e7935a6c1782e0a61c2631528eae853f5b05d6562f2318c33ad36d8 7.000000
0xabb145016c57a473c7c9a267fa716c1a2864ffa16d7bac29920c722a26b092f1 7.000000
0x81c6afd9a497c5c09ba3450bbb275752ed7c78bbf9c389e9e7c6f8cfb4ba89f3 7.000000
0x3cddb98e6412afa9535ca71745ac58160f197513e6d1c81250cb57af31109e5f 6.999308
0x033c92814ffff9733c654e904d2989ad7ef08c36194b93e33d1f80d9945145ba 6.997646
0xb151dc938a7770b31fe3fc620eae5c1899c5ed39e7bd504af714ce1eab3ed951 6.997200
0x51af7c972be39958633959a658a23d4cb7e30047f3a70f6f8d407c6a93eda54c 6.990000
0x27ba3e0e7d166e197aec98e3667d96a374e9ed5e0a7791ca858eafdc58346ff6 6.985000
0x41f3a8053ceff03b08f0867abefff4cad42c91c5af1406fcb50b671d21b9f9cd 6.972910
0x279725cc787feb33025e89a719b2a312ca5cf16e5a35714dd1380421aae3ee25 6.962601
0x59fc44873affd90dcc38d56153e7a3b1cc2842af3ffe78da5b5f3262d8eadcd4 6.962000
0xfaaa0e6cfc4f1acf1aa6ac1bf36675cec2384bc38963bf82ed634a58e1848673 6.960705
0x39c1e2badc154a2c05ceb20f90be08100188deb0d4a09fafedc46047c398f5dc 6.946528
0x95ceed42597913a461478c69c9657de1f599129289137b99aeb7c32897fc366b 6.940000
0x28a5dbcfba0f28f75c4f9b249f341ccac87aeff67a20b6453d6819893245f8db 6.937019
0x353281689e08e9b2ed5dd23966f2da079008e67a7da77ff0557c839faf10731e 6.932607
0x449d0f93223c971bd37a65cbd98f6992bea00c08cd1060b7b398ea15630f99fc 6.930000
0x5f75d5534275f71d3e0c9582fc9f8949ef018b703e3ffd69fe1c01406cfe8803 6.920000
0xb764f6e702a137026d7c257331a9388c1ed3ce419432d060b6f22d71654f2a1a 6.904718
0x5b65c077bc59c3acaf0520b6a2624c6c5ddca12cdc40246b0503a87680607d27 6.902952
0x0ff9fcf53d3ef44159042fc38183e20b29a2af1e2d60c8e2143f8fa2f2be142d 6.900000
0x6fda0fc4e58aa571330ad2563100a37522a8c64dfc3db75d8ccd8eb2f5c2cd47 6.900000
0x8c0a0ca6cb179d8bf80e14740ec55ed86c78958c86f8ae9100b82a8e180c70a3 6.890000
0xa96217f7ac3c025fb30fafa7b6a6a39833b440d67ed2cbe84c0455d7ca819c58 6.885661
0xef5d94e840f7d09eec952e53cb292cc79507e89e4e1dda6f3faf3de77af96434 6.875000
0xf72137570ef7fadb79f9ec315a7eafb4cacd7fa610dee16ed80efeee9cda3db8 6.858718
0x9f6c6f75aef1b08ad68e144c74e7c70493acc24458a4dc2ea05630723e54cbfe 6.850221
0x1f44dfbefa492131124192b3469bf889e7303de68ca10048646317fce9fee77a 6.850000
0x48041b253a515013b735507b556d9335f96ac90903d7d1f89eb0aa521d6f29fd 6.844704
0xe798e98ec1e28a0c8fa6c8548b5131f503661355e11d5a1432010455b7915712 6.833427
0x9cc743ccfc04c1647af5ac23e1b796fcfc36b9b8ee39286f29011681b3f68d26 6.820000
0xf35b18407a35bf339f40f8f0f1458984eb8ea5ea11c12d95949d2ea3b374e67e 6.811892
0x9e4e3998dd63c18be974ad94ccf23f2ec652afcc3763f17283da5031b8a9b5f5 6.803164
0x986ee74e1bb97a530c99c226cbd5cfa075524b539c9f54ce646c1abd330cc05f 6.796661
0xb49fda35d6a754b9effa31d31e012d187bff14783bcd84496cfd035bb424c25e 6.781124
0x378694fa04358139ecbe785b810fc03465858a93321127c6651d6ad81c9b011c 6.780000
0x2ff0396c48fc862903cdf755692790d95f3af5582990cc8809c208aebf056389 6.772009
0x13e33a09c02065005f049af4db19d0972661ba6a6e76882ad0cfbdb099f4339f 6.762762
0x3ae5bbb2cb282a0c22ea0e6bf6566255420f678f9f63ba0ab0d51f7a84cdc0e3 6.750000
0xe03a8c053f0da8385b783aea81dad36cdf0ebe415829f73da83b2dd0b21fb401 6.747638
0x7c33c356aa8d406f0df92432941717ec368bcf0f4b398b78cc03915e4cfbbfe3 6.725708
0xe7293b6a97cd6f029d1ef722c2fe3120c1ec7eedf4f636f83ea50493fb291ba1 6.723813
0x38a6015c3be344e5e741f2ce1a6551b8c558df4bce2514c894bfca22659bb325 6.700000
0xfc47dddd0882aa16a9c04457b354c96af8cf17b47e5010512bb313196e0b52e6 6.695237
0xae10806ab4e5c10d7e9073dcd9c36d2e2f23795abf55fa6bb30e25af389b91e0 6.680879
0xf813f6d124e28b556ca8973a039f282e19a5d787528b3237e3e7e445c7464c34 6.666788
0x4346305817be0c552fb210f7d0d52c980888063c55823c61717ae2616c247ba3 6.661481
0x24364e18c860ce948b654e4144c6250ded596738c845ad267a15ed4b2c3f246f 6.660000
0x8a4ba5e227e4fb3b087d7852426abcd2df3c0d9139944027b2246c1bbb45e249 6.654869
0x4863b8784d02b19dcf994c51700fa0334ef345e2014a90d1f0554dd6bf27b590 6.650000
0x22f66fb95ec092bf4d18e79232f469cf45344b10cc4dfd79477fbb31477a9474 6.625744
0x53b20820761b73b3e52657afe7a16faf80ce9f421b76ec166e42089ec8a81c08 6.625000
0x5a9a289ee0c160eaba921c154ef0d06aa5f63b822c904a4bb11f117e72a310d2 6.618170
0x2402dabe15e3319a7f320ba0db4ae8e478e03f6580a1908bf9acdc35445ca8f8 6.610000
0x1b69073aab3232206a7d64481a5fe7bbd24fc412f7537ad2c353e350e4d5731d 6.610000
0x37844cc95fe9221c291cf295c9f2e81defe6c564b972c900067bc592a6cc5f8b 6.600000
0x81e95dc39f3326878309caa16a3d5b91ed72617090b7abfdb638769ce7c6772a 6.600000
0x488515aa4dfabf0ad9f925ca5d8bc213930d0fd39c780eab217f036a168ea51c 6.596756
0xc3b00bba2c7fdf05daf2c2540a4001e616785bb288ab4f032cb408303a0132ac 6.590782
0x667ff4abc5e5666a2c10323546cad42af265ea23be4563fc79b1ccef219e8629 6.580000
0x5ede1dea47790ec7f20ffec7bd9a34cbdef8b8f0b4338701f8c6b9bcc98ba04b 6.579599
0xc98bed207af4232d4ba6ef438083cf1ad8c8a5135d79076a81e53bc3efd01b0f 6.562871
0x2469248b560b37843b4bee14fa999b18e9679d89fde02a6f2394dff8f57e180f 6.550900
0xd3513bdebfe1b03d1b417450a38bd38dbedd418182e7fea7e2201ad391e280ee 6.547195
0xb1b97b235b41b76bf80a1009a97a8b294a879554a3f906a4f52f6c4dc58a71cf 6.547184
0xc267dbc82d7483914da901902ff4ba4a46aebdf3cccba4a7ccba83cd75ab2178 6.543233
0x7d2c8d6122c775097ae2b2726f8e7b8541efb13da4efa7a73afc6509199f59db 6.529563
0xe23f202501d1e8d441f409e35e8f6da9421da8f355cc631a1dfd7b8577bcdbee 6.524467
0x6983964b690d7e6cb5051ee8c28bd3e29211de46c174741e9ef10f280158bd5a 6.524415
0x0327fad01b97388993ac730b2d48940c3f02c33c894a239df6412c0c0db07093 6.519848
0x28901bf1ec0a166cc4d967cdb72dc03ee1ebbe5fb9cf0ae0fe7ef06d7c35a9eb 6.500000
0x9ef9df5fb47ceb06e3be21699a20ac8653c9e0b9e35e96245a72b509e238688b 6.496000
0xae50a46709669dc30fc25853b6016e46704fb9e7a391fc7dd0e101371dedfcf4 6.486008
0xbd75116bf18e4b94d2f5873877f1f8fb01176dbae280a06f4f0e4f84f52a0fed 6.483859
0x3fa9915e89ec57552c9f68a9baad157a68697ccd90832e303b89147d7be6ad5f 6.480000
0xdedba6408c0a775a7cea2fae2fc7ebf28b5ce601d497c6995c3805fd0aef7090 6.459291
0x3899519613e450f5919ef7ea3d6d873516ee24be9fdae73c0c50cff9945fd9a2 6.450000
0xa5931d840b4d9630f79ee9efab193d9a8281b7b903bd6017cda508a3aff1d026 6.436325
0xc0e2feeb23092dab4242ad3f4e8b2d9a3152f0fe14a578d65fe13666b62a45d8 6.435712
0x21745730f7cd305a12e9ec53f4de5c6b345a75940d98e091aedbbfd1e21957d2 6.400000
0x5b37c0ba3c30a802b504cd99e8e4b7ef8d3bdd723e25723d77a031c20a0d2a7f 6.400000
0x0c1323d7c97c9b228e4ae6ba3fcba97a131441173810a7696f3e893f370e2d6c 6.400000
0xa0b86848aa56eb06122ced9df37626b920def10e8159a9682e62a69a81427ac0 6.376320
0xab700d50167b833a17e7052f36aa0360e489ca5590c9d70717de6bcd75f7b44c 6.374665
0xf1a2127cca2e449dd1bd820a972783c5c2275d394169d546fe0a9db3c1f981e4 6.366425
0xecc2ac7f89a164fde316b4299b70a2e047d1da795fb52f0b484d10498df3b8d4 6.344900
0xbdaaba7787ecf1ed5517f0f3b5e7f1a81b700e991e65400a43f898d542e8b641 6.342603
0x76c821db19de30ecbc69a90db5d9e8e744c9f4aa0d0a9d4142f5e5191b72fd8e 6.336629
0x69d65917a1cb71ac719204e619cf211d261ab50729816fe73402cb7c41875b76 6.336211
0xdda07e4718df0b56bae11dc9f3a710aeb37a81c1bccf562c4266eb4b9da25f54 6.321897
0x8ca0b2cc70c56bdac91f6a83eee282f451d93d3463c8ae1e9e509d37130eb227 6.310149
0x128f3e24beea07f8615180b08f0c2e2c3a4b5cb77b14cf24ac208da520c61b4b 6.300000
0x24bae46cf1a79452a2af3fe006c14c4cedb15a8216b0a2484147c530ae8ec436 6.300000
0x0afa7f17f46aac85092922669aac34d965d0e9b639d205c3c71a93cfa0302728 6.300000
0x25b94fc468c5f1943032c018636fb2abdcceb2cd451d47805b6202588f4eed00 6.300000
0x5102345c0fd08bf2fd930027f2b665dfd0341beab5c73f356218eaac45f54810 6.300000
0x5102345c0fd08bf2fd930027f2b665dfd0341beab5c73f356218eaac45f54810 6.300000
0x3f0afecc6a8cc385eb155a706dfea34b505767eb9f0b4c12a03aad48fc1b8053 6.294759
0x9ac2396a1c209a78815ec7b87c4314ef42281f28b6d1c51c75277ab57dd11eb2 6.277933
0x6b9125cb52b175fd652abda843ce7ec93984aa243b265055ba4bd2514d29921f 6.277574
0x920b6bad305535d83831580817eb6e058f95612458ba2ef70d53087d451c7f44 6.266894
0x400f0db73c37564b2d380c8b5b415a45d4ec469e853d2b062228466ec213283a 6.261519
0x1622656be3230a07a11f90e516ae565b72c49ecd1411b724a54356ab5b542197 6.256828
0x50b543a427a56ac89402e4388b645e56ba9df3f46bde133c062b28bb15c499c7 6.250000
0x9edea24746d4e3a9421ec499ba7d57377fb3737ca1c1c08cda382a79af022ed3 6.250000
0x06e55424bdf3c54a3e7f357eae9512983e03c2dc32cec79a7c3879cd507047ce 6.250000
0x8606a717e50c10c543033cab7b87e13c085fa6e6810c3b5603812a93b78d36d9 6.250000
0x4e88d4c1399c52c257aaa03eb09b86e1b2dfe5a5a6a243df5343bbf087b2aa45 6.250000
0xa651d276605d22d7a829ba7de6d92fe40b3dfaeeb6210d730e733ef7c14604fc 6.250000
0xf2747ab44597038089962ce021f6034294dbeb580a25cec668f8621a7e8b0b9f 6.250000
0xe0a0b4ba1486c17ccfd84ca8fe625824cefbc7758c9e68dec71d7d754688f494 6.250000
0x93ec6c1c346d19f174fa15accd6d61e4d2eab509467b397937cc4234a5de5e1c 6.250000
0xb9e1f871daba975043b1b362719c10d66cba040fd1edfe1ff099b9c4f550f3fd 6.250000
0x145251b391b00fcd3bd63ff976bb06b031573f298a4a5a3968e21181266ff739 6.249500
0x2d449c1f883956ed154c801ef6b2506cb2cd9e8ce7cb9a2e30d2ef36c52d97f0 6.239255
0x1c0813dea1b9ca0cf96bcb66bd22d4cdd411d72b52e9113c164af05663a75894 6.237910
0x617b656b51eb7abf8e9c5d3e07da9cee672d33a986274398c4471cb748f50598 6.233148
0x27f28ee1bea6f41069e3c83c7698dbe935e93e6ac9841b4d814cd1d2fbc96258 6.228739
0xd4a73069ef0d2e0e41d5459e72ed38d3b978b9b03e319cf1292d01b245657e77 6.225155
0x81b4437bc2bd78d99047ee932e9ad608b8364e35d23437e337ef356ee5522383 6.211329
0x954b028c47a8a8a7e2f3a622ccfbc9e282778fdd3e037e23a2fd24afe23bb02b 6.208577
0x23079533cd256ca69a5476bee98b258f573a5a4474eeb268e1852049ef17b327 6.207961
0xe0347c9ce65317211adf47d54a4291981e3d09993239e3257b0a8c55846fbe29 6.205300
0xa082d8b916faac89e5df83b4b94909a8fb5e91f0f49cd5dc0cf3d92fc1b4859d 6.203681
0xcf6e6247db86cc3c02d6fdc31fad00758d87094df7bc5212d271304886d4d417 6.201550
0x834609daa369214bda1848f1bad2cb579e17a5940169c4c08da11b3d1d32bdfc 6.200000
0x1f9bc6afef56051540718d7a61d6f0729b1bbafcd3e019f2b4b58db86204af10 6.200000
0x5b77706fbc7cf58f8928852f6766b8e6cbecbc67ef2d0c098cdfd710e33d9495 6.200000
0xbf4c5f9c7f67bf8a4f8518c670ade8b2122aead6309c87ccf1511b203c639074 6.200000
0xad1f327b10aa3071e209dff7347aef1a1632303c0e6ba6c1099023c92cd0f1c6 6.194105
0xb3867b7084579093a5642ba5a623e4ded84bd8264a7dbeeb6e853a4f2f4003b7 6.191513
0x3055a3f8142b8721c19373c0ffd1b16efbc3fab052a50eea017758275bae3f8c 6.190943
0xc4470b352b261af7ef2f0404c301b99b74327a4df586c1ef8ad7cd8144de7935 6.180474
0xf29bfecfecabd1de43a1fde7ebe3f7bfdeddb49db382d6a9a1ec5510d605785e 6.179835
0x26069a0a6b959aa5239813e2b675a882c1308eb45d6a7c3829bc7d83fe14ab4a 6.178434
0xf4839327fbd904c9d1d87a73bcb2cddbf8d5b1d56721fda50b50e71416ad28d5 6.177669
0x3fa96bf716436f82d980ef54ccdd0b9857553d14c6277f334ca2cfb4e608dafe 6.174932
0xfb19562b35f85cc108b514305d9b9a0a5e0bbca02fac6c24d99c5b6c1be5589d 6.169749
0x885010086a2a266495a626231c6d2c0c55065aa65d7c8a9586952b740134653b 6.158479
0x38ceaa3c503c0a6b58798116618e3f7139d2f1c2ec8db5bcfa0d504cad325651 6.154489
0x942420f0cff5e0937e32371c6e1d6217147a0e58bb0e8d6d8570f5737b8561c5 6.149698
0x23bbd8a2e4842d1ffe33307c85e0802863b91b85908175478af7e20b26925937 6.138126
0xf7c88eb45006ae7045f2dd763a18bd3482f49c092d62b2c2ba0dc1d12aa2f528 6.137250
0xbd8ee014da310091426794bcf2c4cc40ce9b220e64600d4bb1d6b05d98ba6009 6.123578
0x60b558fe135107984de557c7e746f6fd4804c76679ba13e8563ac75ec6ce2806 6.120000
0x56a9d5f72c42dce87ee6d3fb1b9d7f1749aa80a8022af9e4d2c4ae126ac1e826 6.117117
0x435fe4418ed256425fd464c4bdf23e94157a9be5997a5a198ec6059c6d46c632 6.109832
0xc9070d41656a18575a69ac59523ca0ed251fa2c4cffaf27c21dd725ebe5a1cf6 6.105373
0xa7735357f20eda639510f18e7ff4aaaf62ec6c30363a7ae9d26c7bc8cb922966 6.100000
0x73670bb0eba7e5830426218f9e2783e55eea30644c70f7c4a2b71a0a3facefe3 6.100000
0xf7caad0eb2057d70a93ca5bfcaa6d601ec2a48d752043496ad5094831f51f84e 6.091629
0x2160b34bd70de25f20e1ac867f3a347bbcf968a84fcf5519364fe990ff025d64 6.089702
0x6dbe29972918a608688316f38e14e762dd54967ed389a21fde24a1cb9c33b8fa 6.085145
0xea076de1827d8b009ef1f2e41fb3dacff0ecdd82085072b6a55b922f06da3afb 6.066960
0x479244c0cb64b1de1d945e7cdc2d2e9081b9fb72d3c195986bf60ff30297089d 6.066160
0x57f20fb7402a7fb08f284e1f0af620e2c221bb5cb32e913faa7f70e4e319a77c 6.064591
0xecabb46185d74f82b9f8004d29bc2b57743e00d0e6761e19bd2c34a3dfa3fa6d 6.063872
0xf61e719d1b121e48ac21d3213ffbe7a8050d2b5414a27987236edeb8f9bb8c40 6.053000
0x654c35999e2ff07df75996d9efba97b6c1bf617f07ea9f28aee28ae6124388c4 6.040533
0xe015fdac8013a48327718397fb82a22f931e9f27f0df1f8fae82d9697485c5c5 6.040000
0xf0ea65cf4bdc490286fb2496af2f81011306fe46a44a482cba41e687b300b3d6 6.030810
0x9d34c7e4984969a7daff7e87e1d4321be4599ee5004b01e6589508bb28e17f24 6.029098
0x808e03569a60d795918e1ea8167f274fa9a11bad68ef06627d782fe939816e19 6.014017
0x5f48c37fa6699c0a659823378232686390576945758652ae58b0d690720e6787 6.013746
0x2a3e5a9c760661825122aaad0157b8a3ece6f4d488438361d085f6a4a38e978d 6.005022
0x45a1bc2455f7fa05a55b975a8f095fdd63a7ec712a94810ed87ea94a871f3d21 6.004597
0xfb73a8fa5d805239148ab85524cd319bef1dad1087997c98994f82e8b0dc444e 6.000000
0x52bc2c3b7484bcd5985cc2f34eb7046fe14b72d2c62e545b8b575b9d5ba1c22e 6.000000
0xd094441d9a53131483455fe7ddbb7b4c10339d1766c4fb7e721a34dd57f08717 6.000000
0xa155823bbdc582e40682e4da268b29230204fbafd90ff9ba69dea24044d8dca4 6.000000
0xa31f7f8f0a1ab2a8df1e6ad78193281eef9a6b887432c689f49b5642b6082b5c 6.000000
0x01bbb2851f9b63347ed449474a5fbf92cf57f112bb4ac1f1845567f50cad780e 6.000000
0x3e3c5f6cbab5a13b1f7fb7427ff58bd5ae111b6d42a6b39ee322727fad494d11 6.000000
0x6f027eedd044969d995ef6f7edeaf5e0a7f8db01411e237ca2e929d1279d29f4 6.000000
0xd6257970b041813156bc3fdedc6c3cc0a98d07be42a7ca8272799dbdce3f290f 6.000000
0xd6257970b041813156bc3fdedc6c3cc0a98d07be42a7ca8272799dbdce3f290f 6.000000
0xba7d298476c77bca9d904952839faa3fb0d9e996671fd57fb37c833e1c3aa883 6.000000
0xe6020ddb31950afea9a8dd93fc7d0cd287037560bd2bab21c19ae2b98308b122 6.000000
0x5468be2d4aaa37f33a6822c8daf9cf17601320b9932912b128c279bc0d47f6af 6.000000
0x3b462dd2760d57974d25585309411828ccfc485ab1bca51a6349e9763d206c3c 6.000000
0x6c2e509fe7762d2f136cfc2b65e21b4492e4f1f07e8802addbf457714f0e1568 6.000000
0xd2849a47d9f4c5aad13472b1b9aadfd695ed8a24c86956a5889662b6e11992e1 6.000000
0x0c83a0484b838c7a33e49bfc8a605a4d743a37acc38784fa9a944c02bc125216 6.000000
0xca27de8d977ac18c897cf8b30c8ab387f10899dd25953f821ae6b5d09321e4b9 6.000000
0xdc475c67047ca5d3d1a2dbceefe7781118f5f1fbaab43d8c2141218fc110383d 6.000000
0x610881f920ec1ce0ce4d3d1ab01e1d3365f877cb00a24225a59ad13a2c005260 6.000000
0x792e70c501ceeeee710838575892321dc49318eac360cc9976b74cea579891d0 6.000000
0x8a981301e3ec3bead4e335fd0c1982e4367d918502e709969dcea7ca56fe4433 6.000000
0xa221bd8c485b99803366e5c1882b79bfbd1580eee30214c4f1beb8e46aa98518 6.000000
0xe747092b3e41b3968ab98ceee386813ad31029ac48f3fa2a8bad22bae3869352 6.000000
0x03ea93739102c1ba4462b461f5f40484777c365fccf66b44843c517634f29891 6.000000
0xfdb17e7e2ca40da5c0e3d87bcdea23cd0b1c1637e77fcd99b29e0fd9229352f5 6.000000
0xfdb17e7e2ca40da5c0e3d87bcdea23cd0b1c1637e77fcd99b29e0fd9229352f5 6.000000
0xfdb17e7e2ca40da5c0e3d87bcdea23cd0b1c1637e77fcd99b29e0fd9229352f5 6.000000
0xfdb17e7e2ca40da5c0e3d87bcdea23cd0b1c1637e77fcd99b29e0fd9229352f5 6.000000
0xfdb17e7e2ca40da5c0e3d87bcdea23cd0b1c1637e77fcd99b29e0fd9229352f5 6.000000
0xfdb17e7e2ca40da5c0e3d87bcdea23cd0b1c1637e77fcd99b29e0fd9229352f5 6.000000
0xfdb17e7e2ca40da5c0e3d87bcdea23cd0b1c1637e77fcd99b29e0fd9229352f5 6.000000
0xd9a8be0a68ea6417be6914e7c8eebefe20bdb9dc746a66ed2ed16fd29d101653 6.000000
0x01193b25c4aee0d582d70d7bc35e9ec48c5fbdb275c2549b0e770915191e1d9d 6.000000
0xea9182bcc097fc2216fae0e29bab12cbb1133bb35329bf5e4c003b5c09e3af4f 6.000000
0x7bed312c2de8c28c0cc2730a2fe59e5b4ce5a0e27a516fd674eede7921323a7c 6.000000
0x9ed8f54917222f07cd7d989ea3e71ebcd648326ba61871ffdba06f74cd21ff20 6.000000
0x2c7c437aa295a995be37009aa4a84cf40d9758e18504b0d1527d85e9b3c51747 6.000000
0x9441f7aecbfbb614cef3cfd68e3b80257ca0f14d1a591944bac26b9cf6917b3e 6.000000
0xe728caff759e813dbed8fd5fc664496988e9e0bf646c7acbc2a16682614c37af 6.000000
0x8cfe1d2af91bececa207118edfbef595ef7aa4e97af7ea82540def527f62eddc 6.000000
0x03a4a73a6aa8e797a15f2bd36906125bd588d2f10ffad9cdd33242633487a6ff 6.000000
0x4734869d90ca33796f1917b437f0b936fb732f03c599f15ddf7866d9ccb994e3 6.000000
0xd0e841eb77a3a88d5c4408139da481507826793eceade5484e0784695a45044e 5.995000
0x1b6f008f07ae65fb43248e13a95d070130a070dc991b1e6c1a7422e7a99e1cc7 5.993333
0x858f42f4b9b9edd1843faa23dbd44ee976764decfd89a77e34529e13bfb0aadf 5.990000
0x59d0d7e8169f2a6889cfc7ecc3c25f4eb8ed10c7c9cdc34c6550b8b5b0032d46 5.990000
