51 13573
50 115
49 259
48 279
47 272
46 250
45 260
44 331
43 299
42 327
41 294
40 292
39 288
38 337
37 529
36 387
35 353
34 404
33 653
32 429
31 421
30 589
29 393
28 447
27 457
26 491
25 572
24 1185
23 614
22 1832
21 786
20 818
19 960
18 4222
17 940
16 2227
15 1093
14 1541
13 1760
12 9698
11 12696
10 2861
9 2464
8 6530
7 4764
6 42268
5 9479
4 5912
3 6553
2 11864
1 24026
0 0
