Contract ID, Instructions, Jumps, Unprocessed Jumps, UJ/I, UJ/J,698.2957566,28.87653374,4.67446319,0.006866071,0.142822481
0x6f16dac8e794e2edb62aa4bde4f3c156b253f36e,265,12,2,0.007547,0.166667,,,,,
0x72d67e15c4e2f2243001adb84900e9795350cb57,313,14,2,0.00639,0.142857,,,,,
0x38338adf3c4d19e40149a9c0a96132e84e71c847,19,1,0,0,0,,,,,
0xb02945a37e7052aa785a6764ab06c3dbb3ef2b1d,19,1,0,0,0,,,,,
0x3a328916eac132996c66d2bc94a4972893a1c92c,265,12,2,0.007547,0.166667,,,,,
0x17a4c7cfd5b26ac5a4fd2391c6cf39f0e8b50a66,690,37,5,0.007246,0.135135,,,,,
0xb0011620feee28d58dd7f47b7974437e359ed150,265,12,2,0.007547,0.166667,,,,,
0x4deb25e972647a1fd16a5547397d791aac5cbdd9,265,12,2,0.007547,0.166667,,,,,
0x1fa6cf1c348a8f9986046d36091e169593ac17a9,2085,59,6,0.002878,0.101695,,,,,
0x8b27af58d76fa2afbeaee97dd23904e1782581e5,6359,198,18,0.002831,0.090909,,,,,
0x473250a57f1b40be3295baae25a2e8fbe734ba12,19,1,0,0,0,,,,,
0x6c5d1b85fe8464f7e6ffcf8ae2c2faad9181b24b,1316,38,7,0.005319,0.184211,,,,,
0x27e5b65a538742bd176b5b9fc952e7fd44e75193,2117,99,20,0.009447,0.20202,,,,,
0xe88b15e77b1e339fa82c8902438883583ee1aa73,168,8,2,0.011905,0.25,,,,,
0xcbdb8d8d70d83447aaff3ab779dc6a337a367cfc,265,12,2,0.007547,0.166667,,,,,
0xb6162c89df02e6aeefca2ea1ca88524685a08e03,19,1,0,0,0,,,,,
0x80d5ec77929623c7ec65949264d47b048b07fb14,297,15,3,0.010101,0.2,,,,,
0x67fcccc024b16dd93623d3925a836f8b570b4adf,42,2,1,0.02381,0.5,,,,,
0xfe077fe50cab540edf66dadfb676096a8e9763bf,265,12,2,0.007547,0.166667,,,,,
0x9eae7c8969e6cf1e0932a29b558648e571b0a6ff,1316,38,7,0.005319,0.184211,,,,,
0xce62fd5872ce5ee4b70fa1d44f6a71ced1eb9f99,19,1,0,0,0,,,,,
0x9ec5f344ab5ad260e1d75700fe87ee9161fb3d8f,2117,99,20,0.009447,0.20202,,,,,
0x82918f582da16f092f58cf05833a44a7683b2baa,1345,58,3,0.00223,0.051724,,,,,
0x45a5ec68a50c11554111f07c2dbe5cfa4a531657,1936,91,14,0.007231,0.153846,,,,,
0xeca56d04546affcec0b3ce61971136f497866a3b,19,1,0,0,0,,,,,
0x2af28ffbc078118022a813b3d266eb655c164296,2019,57,6,0.002972,0.105263,,,,,
0x36db70d96662e9917d634ee86b161f56bdbe3a0b,232,5,1,0.00431,0.2,,,,,
0xfbe39dde3f88143eda1e64f4d3582fdbdfebb95f,416,19,4,0.009615,0.210526,,,,,
0x253b8aebc3aa3309cdc504f46d80f9937f993511,313,14,2,0.00639,0.142857,,,,,
0x8bd14148477c23ede851e45af0aaf22e91d34177,641,28,4,0.00624,0.142857,,,,,
0x381d48a27540db0b7c6f02186bf131edfcf3b3e6,265,12,2,0.007547,0.166667,,,,,
0x91932ca5216d9732e3b3418fbc3ca1cb30d550cf,827,35,4,0.004837,0.114286,,,,,
0x10d7ae4c5ccfe47c1104b81a85ec8d1db7af06d7,19,1,0,0,0,,,,,
0xc9534b5f81a7d08be5126cfd25e96bb5b35a2085,58,5,2,0.034483,0.4,,,,,
0x143c31b0ad3c7ac6b84977b5c6a03136b855e071,4663,198,39,0.008364,0.19697,,,,,
0xc4520e8efbd538b20063033959599b32b8a31d67,96,6,3,0.03125,0.5,,,,,
0x1fd112c0f164f31fbabf05345e0cc1d59b6fb42f,19,1,0,0,0,,,,,
0x438ea5c50afc264869490569e8ca9246817850d0,19,1,0,0,0,,,,,
0x30b82e4ee87e44f9ec26b592cc3a003712613ac9,4820,207,40,0.008299,0.193237,,,,,
0x0b219ae4d41b7928c71872d1b90b007cbec20917,191,8,2,0.010471,0.25,,,,,
0x89caa301cb3445c2f106bbba260204c08f85ebb7,19,1,0,0,0,,,,,
0x18795830b5efa1edfc185b4f2b1aae939fa87239,1389,63,12,0.008639,0.190476,,,,,
0xd8eca83e6871b91f61ec8a7685f1739b79b1d161,265,12,2,0.007547,0.166667,,,,,
0xee2eae025e8fbf2765cb7238bfb8b28474bf43eb,265,12,2,0.007547,0.166667,,,,,
0x5b225aad73c4491fe5fb4fd56cc420e6d0c42795,2551,116,30,0.01176,0.258621,,,,,
0x0624593310baec4393ce479117d40c3b531361d5,761,29,3,0.003942,0.103448,,,,,
0x00f164f2a35f7359a354fdf4b8ae51ae21ae5578,265,12,2,0.007547,0.166667,,,,,
0x8a3dc2df9a03066f2efcdb45f783ab893740d25e,842,36,5,0.005938,0.138889,,,,,
0x449abec58c460a430b32557c11ca8f313c003c0f,19,1,0,0,0,,,,,
0xf09f8c782ca3f16f1132538a38e9ee23fe561c52,265,12,2,0.007547,0.166667,,,,,
0xde568fa1ba4c453a4ecd28eee6bf0a0f7517b224,265,12,2,0.007547,0.166667,,,,,
0xe000a18364af72416697f79bd7d720f6185a0cd9,265,12,2,0.007547,0.166667,,,,,
0x05c5f9312251a9015e5733b327a25a2e8c2f5195,6109,228,41,0.006711,0.179825,,,,,
0x56b6a66d3780fca590038d5fbf09d45f8c1ea7d4,265,12,2,0.007547,0.166667,,,,,
0x00953bb0059f5a53740aac3c5abb0a3fc6768cd8,1837,57,7,0.003811,0.122807,,,,,
0x3e98e4813c123df0b99e6d32c5022c64f53810e3,19,1,0,0,0,,,,,
0x0dcf0c6c3a788c5cfe660a8ec8507ad2868c78bd,265,12,2,0.007547,0.166667,,,,,
0x7b7a134f44b511cb6c54d50cda8903ddc07782c0,1936,91,14,0.007231,0.153846,,,,,
0xe0adfcefaa9cd7fab2828ea1cdc3b951dfe7ef1f,265,12,2,0.007547,0.166667,,,,,
0x43912346a368a2d870d58cd7d64079812959d9b4,27,1,0,0,0,,,,,
0x11140321ab7906af09d1cbbe0e61fe83e9cbd3a0,6753,202,19,0.002814,0.094059,,,,,
0x6e83fb856033cf63c5e64ac2ee2a0dd508a8bd93,19,1,0,0,0,,,,,
0x224119dcec94fb58611815924e3b71b97dfab116,265,12,2,0.007547,0.166667,,,,,
0xe42be630248b421491f6b4751b1058f52a98257e,19,1,0,0,0,,,,,
0xaef16605c8548cd858a9cbda29373b54f3e9171c,265,12,2,0.007547,0.166667,,,,,
0xb477b916927e789d66b2166b33b26f438334aad4,19,1,0,0,0,,,,,
0xd379dbde9c4f991333d8c330277bcfd4df85339d,1423,48,8,0.005622,0.166667,,,,,
0x999a4d292015046dee596ed744e4147f42c2b5bb,1864,98,10,0.005365,0.102041,,,,,
0x59f8de32ba9a28e5b174fc0d7596ee1faf3bdb0c,2488,112,29,0.011656,0.258929,,,,,
0xd31d5130ef81bb8e07644eac5394b391c87f79a6,816,38,9,0.011029,0.236842,,,,,
0x491e59358171dcf43b7846fc235e8a305057e8e1,913,37,6,0.006572,0.162162,,,,,
0x859c38a06a1afc5dcdf7b78f11dc1e023b9442b0,19,1,0,0,0,,,,,
0xbd1fed0bb967c6f0a0d5060862cef6bd79661cb2,265,12,2,0.007547,0.166667,,,,,
0x5cdb3c7b933228d1d712ddb7e75c3f67ec662fd1,42,2,1,0.02381,0.5,,,,,
0xc7333785c28d3c932450372aefb7796e1262f929,19,1,0,0,0,,,,,
0x5081b6c4b6938d30e1b289619898105385fc8f37,19,1,0,0,0,,,,,
0x2bf08bdca797e6fec4883f2d77334ea2b1bc6d5b,265,12,2,0.007547,0.166667,,,,,
0xf282db6fbb4fce7414873300991b5571b36140a8,27,1,0,0,0,,,,,
0x7d151171ee01d6a9e1e7d3d73dde20e7997c62e5,265,12,2,0.007547,0.166667,,,,,
0xcce6072fb8e53c1b78f8cc619979a1a352ab3cf4,251,10,2,0.007968,0.2,,,,,
0xebc4fd3d9e8a2579e670e2ed267429a8cea0f8a6,265,12,2,0.007547,0.166667,,,,,
0x63ccc73d0cbf09ead66a5dfb826a60b6fe225654,19,1,0,0,0,,,,,
0x45454dfdafbbba4dd6a7078a8c823d5438ddaf2f,19,1,0,0,0,,,,,
0x92f82a06abdd673917d3fe74bd995dc1ae3b86b3,168,8,2,0.011905,0.25,,,,,
0x256da3635c6da75a4f5a7586bed7c4be407145d4,19,1,0,0,0,,,,,
0xe971dd6f1585c1cac02f8115a1af6ca526e8b913,19,1,0,0,0,,,,,
0xdeb4ce7e0cdcc9addcf2da55ceb1af4bf0f5a426,265,12,2,0.007547,0.166667,,,,,
0x236371e1656e87923d60301b22217d6407d122dc,1836,56,7,0.003813,0.125,,,,,
0x168b217da1143ccc386fe9df3c9644b55d6ee265,708,46,3,0.004237,0.065217,,,,,
0x0ec1e7559507616f5734c84fc9c3da4a5e309a33,265,12,2,0.007547,0.166667,,,,,
0x35e88b3075451adbac28b00c397bba05b13e827c,265,12,2,0.007547,0.166667,,,,,
0x5fc7a4899d908045d9b28a2d4a042d08a9a3d0a5,801,44,9,0.011236,0.204545,,,,,
0xfcd09e5072ebee6b5bbdc28bf8072f5d63d2e148,265,12,2,0.007547,0.166667,,,,,
0x3029f6118592e94b1513c71ece3b3a21c6ff9024,1904,92,18,0.009454,0.195652,,,,,
0x206c258814acdbaef393f1f555e2d90710402ce5,1677,50,7,0.004174,0.14,,,,,
0x424c6491431acf41ef5f4f31a33f0e5fe5565bfc,1677,50,7,0.004174,0.14,,,,,
0x2c2ce2073e7ee62250b48cfbde9aef9a01f6c606,418,14,3,0.007177,0.214286,,,,,
0xe117b006e191c7ed35d6e114ae3615ca64763139,171,9,3,0.017544,0.333333,,,,,
0xb57c4eff2174a6af2d7aab5160813899886e0f96,787,36,5,0.006353,0.138889,,,,,
0xef118e8ab7b28261b326ae21c043309479fc1435,266,10,3,0.011278,0.3,,,,,
0x37f6df4f6fc41b77b8f0e4ac74949015128ae15a,265,12,2,0.007547,0.166667,,,,,
0xd17717b79d3a9f68ba15e8735e540a33145c8df8,777,35,8,0.010296,0.228571,,,,,
0xbd953787e739446c900ead66f491a33b37934892,19,1,0,0,0,,,,,
0x99adc529fff042e922edef146b9e1de3617c3d68,265,12,2,0.007547,0.166667,,,,,
0xc96e960ba9a1f6855bc82feb588a9fe5b1c64c24,19,1,0,0,0,,,,,
0xf1d66776cf780810946df5d64d5c575b8937969a,84,5,1,0.011905,0.2,,,,,
0x59fcbe9759c0a48c98bf173d8605bc57a4b4d6ac,60,5,1,0.016667,0.2,,,,,
0x143d673520e5ba5efc760d5af4e598126877373b,416,19,4,0.009615,0.210526,,,,,
0x82dec9e7ffab766cc41486f06f355ee4f25c00c5,1514,65,3,0.001982,0.046154,,,,,
0x6eeaddef3c574096c82bc819a2dedf73115d8c14,27,1,0,0,0,,,,,
0x6a31aecf12956094fec50a242d9f5f8d0106e5f4,19,1,0,0,0,,,,,
0x1c22836db6a4c130bf312d09f28da8088bb3fa01,265,12,2,0.007547,0.166667,,,,,
0xfa7b6094351800fb2e1e2b72d79d8408e743700c,7206,235,19,0.002637,0.080851,,,,,
0x439d94b02a1c7cd458a198fc12126d522ebcf6db,834,36,5,0.005995,0.138889,,,,,
0xea28ba7964b6accc169faf0d5fff843ee86a3be8,313,14,2,0.00639,0.142857,,,,,
0xd38b3f9b9bc9ce28daa138617df83c2befd91ba9,2127,66,9,0.004231,0.136364,,,,,
0xae61c2a3d30da84f5a4ef71513cd1f6959812178,265,12,2,0.007547,0.166667,,,,,
0xe2358e4f623f190171843f879eaef2bde5e8788e,265,12,2,0.007547,0.166667,,,,,
0xb94cf3ad43133249db637e206e18d3f18ed4641a,938,36,11,0.011727,0.305556,,,,,
0x09394f8c9a38cdca9e0532fa64409703238aef4c,265,12,2,0.007547,0.166667,,,,,
0x10eb06c60e46cc8c0397d218d7ece9a13029a9ae,313,14,2,0.00639,0.142857,,,,,
0xe9fd5c5aa58b26bb8f300a52357308cce4cec0c5,899,48,8,0.008899,0.166667,,,,,
0xcccf21a7830734d6511262faaf8ebeb67afb6493,964,52,10,0.010373,0.192308,,,,,
0xe5a25688808c65930c0301318c7b25e96105c69a,265,12,2,0.007547,0.166667,,,,,
0x3885b0c18e3c4ab0ca2b8dc99771944404687628,19,1,0,0,0,,,,,
0xd8ab1e239f1bb0d1b217b24cde6e92f62ac1613c,212,4,1,0.004717,0.25,,,,,
0x7093e2a437570c10ffd6298736733970a850b7c3,265,12,2,0.007547,0.166667,,,,,
0x4134207e71acacc407c8ea17b536ae6e8502f39e,265,12,2,0.007547,0.166667,,,,,
0xbd5faeca7fd85f454b63ebc9f77659b4061f167f,799,36,5,0.006258,0.138889,,,,,
0x4cb261f4601a3558e2976dcb7e3f58fefaf27b3c,265,12,2,0.007547,0.166667,,,,,
0x53e7b37b1d9a956ba2c5118202bcbf034dd6042f,461,21,5,0.010846,0.238095,,,,,
0x83bfa7847f322ef50720a17e6f56b0f425d33ce2,265,12,2,0.007547,0.166667,,,,,
0x3a45f4403e754568783889b0456b6e057840a1b3,265,12,2,0.007547,0.166667,,,,,
0x24be8fb475ffd041beedbdccebdb5e114dc3cd63,265,12,2,0.007547,0.166667,,,,,
0x5f67a690ba13d0d300360b62cafd4d5b94900d06,636,23,5,0.007862,0.217391,,,,,
0xc48ec84b4d5e13cbd57e0298ad99d450a599a6e2,265,12,2,0.007547,0.166667,,,,,
0x896ba935dfbe3c5ddfbc1b637be60964e5244465,510,21,4,0.007843,0.190476,,,,,
0x822e85a71703924a2013149d23c4cabb47a082b4,130,6,2,0.015385,0.333333,,,,,
0xc6434c9d1c46b8dd305c2857d0d0996d94d1f628,19,1,0,0,0,,,,,
0xb5a4a9bc7265b978050b197e8bbb16a553bfdeac,265,12,2,0.007547,0.166667,,,,,
0xfbb13feb3895ea057c60c4f9b4fd97830ffb9bb6,265,12,2,0.007547,0.166667,,,,,
0xc18799b6ddd4fbaaf32028e7f6bd34450e3e5a65,313,14,2,0.00639,0.142857,,,,,
0xcba1e5ea23ba3e44696cbb1170b1b0bb7f5e71ce,265,12,2,0.007547,0.166667,,,,,
0x7e5aeff3e8edd1d91b7cc13e6d95ebd8bc7c1906,1156,36,7,0.006055,0.194444,,,,,
0x510a85147b7592393095dbc52a4906e6a9dc7c02,1904,92,18,0.009454,0.195652,,,,,
0x1e100b22f54b387715c8cd2ceb3dd6590b6e410f,65,5,1,0.015385,0.2,,,,,
0xe6613838fccc70a47b8f6e56e3d929d34c23c9d2,2320,112,19,0.00819,0.169643,,,,,
0xc99365caf518c4f6ff2c2baaa29e611fed63063f,265,12,2,0.007547,0.166667,,,,,
0xade8dee345c714c30313c1a78b32f07b284284ea,19,1,0,0,0,,,,,
0x31f8e59390978c24d128a235bb4b94d9b68ef04f,964,52,10,0.010373,0.192308,,,,,
0x7b86e585a005fc632b74068bd00956e5adb08f6d,265,12,2,0.007547,0.166667,,,,,
0x40dba4a7b388d9a5c129952c11d2395ac6704c6a,1379,39,7,0.005076,0.179487,,,,,
0x839dc1ef89f9144f73ec335d949bbc31c5d783a6,19,1,0,0,0,,,,,
0x953923e55b8e17c19d21c15771f34a301fc1a73a,27,1,0,0,0,,,,,
0x7234a6f39c2de3bf0ffeb3e309b8656ffcb4e551,265,12,2,0.007547,0.166667,,,,,
0x4691fb66446c9221f74b00426cf44b39d3e8ca10,511,20,3,0.005871,0.15,,,,,
0x21a20e2edb6f6c0c76a83b4e63f4c084aa85dc7d,1940,105,10,0.005155,0.095238,,,,,
0x8455ebb9aee534f30ca98db1c46fc25a4f6ce8e5,19,1,0,0,0,,,,,
0xd6d217d7f0567dd9d88f4453289a899746800bba,265,12,2,0.007547,0.166667,,,,,
0x66e83f70e358d04799dab49ace1c63110410410b,654,29,5,0.007645,0.172414,,,,,
0x3c025ceb9fcf6e761f102c58a7f9c00aa9dd3142,1506,40,7,0.004648,0.175,,,,,
0xabc9f4915b5cda6f7ae14e62efdc8b9db373205d,168,3,1,0.005952,0.333333,,,,,
0x7586552533e7d45f4a2df9b274ca158f94945fd3,800,33,4,0.005,0.121212,,,,,
0xd4b99d8c015ebdf1f245bc106cd63fff09213c38,19,1,0,0,0,,,,,
0x6c7bb26a1e4d54732c942c4e429ee471fd8754c0,265,12,2,0.007547,0.166667,,,,,
0x76f3748b4d68ddd918417fcbad82b3139e1b9da7,265,12,2,0.007547,0.166667,,,,,
0x350e0ffc780a6a75b44cc52e1ff9092870668945,3001,120,21,0.006998,0.175,,,,,
0x0af7cf166ea5ff09e89f2eb066fab661dfb67523,19,1,0,0,0,,,,,
0x714031803aaa4aaef57b5eeef3de40b6448478bf,2393,67,8,0.003343,0.119403,,,,,
0x1019be892419ecc40e297c7ffbc630d319c75282,265,12,2,0.007547,0.166667,,,,,
0x5105aa16c53b5afe7fdce178bc3d5c869d470a5b,4625,135,11,0.002378,0.081481,,,,,
0xfc069f6b827af224f76b67c2f682f6bee9a1e942,1904,92,18,0.009454,0.195652,,,,,
0xba8dbac43e996ad106850785078fa0d81ea566e7,19,1,0,0,0,,,,,
0x2c76f457b66cebef681022b2b00c7e872d96c6f0,1358,60,3,0.002209,0.05,,,,,
0x803d1bea2d0c20b0ae1ea1aa735dfcc71f26e0df,19,1,0,0,0,,,,,
0x235735225df373b88dbd42b009d4bb3e7d0ac1c7,510,21,4,0.007843,0.190476,,,,,
0x0fc6f43fae9a6cc560847ca82682967856a9f9a4,265,12,2,0.007547,0.166667,,,,,
0x542c5b839386f87e8958901b136186d625ff5371,6617,223,22,0.003325,0.098655,,,,,
0x5dcece5a7677658f4b296f18621872cdf1e00b79,265,12,2,0.007547,0.166667,,,,,
0xcf31e9093b9e464ffe821d9c8933230906eacae2,1433,40,7,0.004885,0.175,,,,,
0xb75e158f6736079ffbfb3bd0905193d6cf573dd2,60,5,1,0.016667,0.2,,,,,
0x3e1864dd3e8beecdce61e2b9af676bc92d38db11,1382,39,7,0.005065,0.179487,,,,,
0xff280ba42b70e887df3f14b7e9c62153613d7c2b,268,10,2,0.007463,0.2,,,,,
0x7298d6a80582a3cc5cc6653eed1e59ad1cdab914,313,14,2,0.00639,0.142857,,,,,
0xebd3c896351561331a3dc3658a6a3e8a482c3ed7,2381,71,10,0.0042,0.140845,,,,,
0x13a78f9b28e460b5efede97d7cb740d16622b933,1163,44,6,0.005159,0.136364,,,,,
0x86715f3fe82a87a8c092ab518f971b8254ae553d,510,21,4,0.007843,0.190476,,,,,
0x703eaf28daebb22b029409d0bd16f9f1422e597c,3,0,0,0,0,,,,,
0x9dd3e4c5ed74d3052674ee01819612e0b3342ace,265,12,2,0.007547,0.166667,,,,,
0xbb02be4a74397fd315d967f8bcd68a296493c9ad,19,1,0,0,0,,,,,
0x2d631cd94aaeb0520f711371f79f077314115007,265,12,2,0.007547,0.166667,,,,,
0x986d31865c8cc4f02fb7cac07661b18a4d777e92,1438,41,7,0.004868,0.170732,,,,,
0x16a30b4960eee8e20fccaa7b149271cb58845076,265,12,2,0.007547,0.166667,,,,,
0xe6069d0158fddf0fd9b13f8f9fe69829c4b869ed,727,34,8,0.011004,0.235294,,,,,
0x614e34b9ae3920d0a842ad5e361744e0d919b95b,2585,95,13,0.005029,0.136842,,,,,
0x90b6f2e8f5a1d75d5e276c12bf25623aef69259a,265,12,2,0.007547,0.166667,,,,,
0x26d06ad5e3ae1bf96885f5561cf931a7e9a948a1,554,26,6,0.01083,0.230769,,,,,
0x8db4db894b57f7689fb0cc427cecba2577f93104,291,22,9,0.030928,0.409091,,,,,
0x08147ee498acf7b60760e19780312aab98727ba6,1395,59,9,0.006452,0.152542,,,,,
0xb67b764445f828a37ffb757f8c94c20f07db8da6,510,21,4,0.007843,0.190476,,,,,
0xb5311ab50f72c46d33230109bb361ba5ecb42bc4,510,21,4,0.007843,0.190476,,,,,
0x675421c119d7c7c30a5117ea5995acb71d3d7072,265,12,2,0.007547,0.166667,,,,,
0x950053ecfcaeba8beb3ae20f5f48bc11d315b48b,265,12,2,0.007547,0.166667,,,,,
0xa6dcbb87352629d84137a1ff384f877769239c12,19,1,0,0,0,,,,,
0xecdc17581f2d6cc32ce68aa4af5f4b66a0055cd2,761,29,3,0.003942,0.103448,,,,,
0x0169aef585592e03d8107008256766559fdf5c21,265,12,2,0.007547,0.166667,,,,,
0x082bd55800f998c12094b20a54054500b208e10c,251,10,2,0.007968,0.2,,,,,
0x2462f98b59177c5ac42270a46b9b7642eae1a8b0,265,12,2,0.007547,0.166667,,,,,
0xdc97543b1af9f5b5904360ff72d93b377ea15d0a,2013,68,14,0.006955,0.205882,,,,,
0x603fa87db7e0c8056d6aeb7ab79ebf519a15a8aa,265,12,2,0.007547,0.166667,,,,,
0x34c2ba5f5d4278156f6b02e69cb8e028029f3a99,19,1,0,0,0,,,,,
0xb17cfc98fb8f91a27a9a33f96317ff3c050196ba,1155,93,6,0.005195,0.064516,,,,,
0x8a506719b7cc5f13ab629b7edc140e350223d3c8,966,36,5,0.005176,0.138889,,,,,
0x1b2ea425b748da73a9103d553e1f7fc9824bafcb,459,21,4,0.008715,0.190476,,,,,
0x542de21f775b413799510341f85571c1ccf6e57c,19,1,0,0,0,,,,,
0xe1abd3f0d289813bb015e1719a493426b7e5b371,5836,102,1,0.000171,0.009804,,,,,
0x6105aec3611c299f1dfbd65524279dc2b1f41aa5,6184,108,1,0.000162,0.009259,,,,,
0x221b4837e84452447781b2e1ec4adcd6b2d82902,265,12,2,0.007547,0.166667,,,,,
0x81b899502cf6d5bfb1efe0587e9adc339fe763cb,265,12,2,0.007547,0.166667,,,,,
0x962866423417c2b605d1cdcf2c18598b127e7e15,265,12,2,0.007547,0.166667,,,,,
0xcdd16b8dc1daed851a47a50a6e9080a9b5a25a4d,19,1,0,0,0,,,,,
0x52525f5a9419311747cefa193206c812e27166a5,438,19,4,0.009132,0.210526,,,,,
0xf9dd3223cb2694513ea83984864863db4dd1d440,268,10,2,0.007463,0.2,,,,,
0x0185e792d3eac19c21c0aefcbf38eb92eba436ca,19,1,0,0,0,,,,,
0xfbf5076dfb79c6402e96b3119e78641138aa5de1,3795,123,14,0.003689,0.113821,,,,,
0x2d566c85eb9ed36cb9da8267ec527726194e7c35,265,12,2,0.007547,0.166667,,,,,
0x2a237cc7dd58c6cb3783c4ebe89ce6e1bcbc42f8,71,2,1,0.014085,0.5,,,,,
0x7955e2332332cc7daedb1e15b3ea37c683308edc,265,12,2,0.007547,0.166667,,,,,
0x8e16be861a30fd3edbca0acaa819068d42aa5b81,313,14,2,0.00639,0.142857,,,,,
0x2bcd4afc39315fdda69ad698fbd1e1f4a82063cd,19,1,0,0,0,,,,,
0xb3d9dad52b884244b3f39e4909f942f3387ee6c7,19,1,0,0,0,,,,,
0x25aa6c962b3070394d7703a8b57aabac50f06633,3655,121,14,0.00383,0.115702,,,,,
0x365f322fd4fb5f6cc132fda8430069a876257ce2,265,12,2,0.007547,0.166667,,,,,
0xcf4544f1cdcefea3ee7a52ee87914100f510904c,718,26,4,0.005571,0.153846,,,,,
0x6394a841fb7db38f96cf9b53850be7a4090f6b46,5836,102,1,0.000171,0.009804,,,,,
0x6899a3f47f46b2914c6beae5e43ffa147e16aa93,313,14,2,0.00639,0.142857,,,,,
0x533093db42fd9f37b9bf0edca70650324c5021c2,265,12,2,0.007547,0.166667,,,,,
0x5c271994304dfbd455a5660028daba8c6e174171,19,1,0,0,0,,,,,
0x0e44f027c6efadc7f5848da0625906d080cf589c,265,12,2,0.007547,0.166667,,,,,
0x267a10f2742e1ee3b151c1e8263775876c5dd844,265,12,2,0.007547,0.166667,,,,,
0xb3ea075c567243b87a4558daab8ac85e63c06afb,37,3,0,0,0,,,,,
0x4ed202b5c33324ef09e12ba2fbe23a4936b3e5f4,265,12,2,0.007547,0.166667,,,,,
0x740993b9e5c1b984acee0c2de67aa8bd7348e2d4,265,12,2,0.007547,0.166667,,,,,
0x0df5ae5cf928fb78063461e35eea0ef03722aa24,265,12,2,0.007547,0.166667,,,,,
0x52d3fbd8fc248cb85d09fe300e932dd25c37c5f5,510,21,4,0.007843,0.190476,,,,,
0x4c911055cdf54d2eaa6da4a62f80f16d85a82a27,265,12,2,0.007547,0.166667,,,,,
0x24ffd99f6475725f6ffc9807ceb9eb4e73705072,19,1,0,0,0,,,,,
0x4fc01d5ad377c708574f3518f7c42d7ee24c2bd9,251,10,2,0.007968,0.2,,,,,
0x3a06ff369ce59cf83b68d0c8c0cb32e63dfd17c0,3265,137,20,0.006126,0.145985,,,,,
0x7b6cf2f4be7072e7f82164140501c425a6aca773,265,12,2,0.007547,0.166667,,,,,
0x11ae4689085b7f4bb7cd847d54c7b0ce586e24ae,251,10,2,0.007968,0.2,,,,,
0xf49ac87debcabdc6bb3cc246520e2e5a9c84b1cb,265,12,2,0.007547,0.166667,,,,,
0xffda3db82ff88aeebb3ab3d8ad507cf40bb4211c,132,8,2,0.015152,0.25,,,,,
0xe00eacb3ec704a372d2a31a83d4e857ccb24cb17,1438,41,7,0.004868,0.170732,,,,,
0xc555c2c04138b2fe0eba138a0beac6d165bd510b,1282,53,11,0.00858,0.207547,,,,,
0xf31c8ea37660bba66e540ade1b85ba3e3475ebb5,19,1,0,0,0,,,,,
0x8d4bdef8cb6081453cdcf1e64cd11744cb1a4a9e,265,12,2,0.007547,0.166667,,,,,
0x015cb512026b88eb85ad6a983e104bba3dd9a577,42,2,1,0.02381,0.5,,,,,
0xc6cac48b42475eb6b5a0d0b1a21185c989112870,265,12,2,0.007547,0.166667,,,,,
0x7ca8d699431c1ddf0b3bfe170bd715799d3bb5a6,459,21,4,0.008715,0.190476,,,,,
0x4a32bb99f9b498c11d327b6bd16014ad286acafc,159,9,2,0.012579,0.222222,,,,,
0xf5c67192cd82567fcc325d8c6754b840788a5bc8,510,21,4,0.007843,0.190476,,,,,
0xde86fef5c9e8febc79da4900b5ee20a91ff43a28,554,26,6,0.01083,0.230769,,,,,
0x25f2e79ae2d56ae09728c27b0842685d7245e897,6753,202,19,0.002814,0.094059,,,,,
0x0ae74afe5375d55db3c6fb7a25f841d71873addf,510,21,4,0.007843,0.190476,,,,,
0x31158803050ea9020b7e69140c1dc93f81a0059e,19,1,0,0,0,,,,,
0x9735890666ae007a7d11a2addbd0d4f4b80f992c,265,12,2,0.007547,0.166667,,,,,
0x8f502872bb4aa39c42b8ed3cd42a3b7be1cf39d5,3781,120,14,0.003703,0.116667,,,,,
0xcb50673eb9dd8cb1e0b5c147ee17936d576e5ea0,265,12,2,0.007547,0.166667,,,,,
0x2f256784962531a0296a4f6561629e3256a22132,160,10,3,0.01875,0.3,,,,,
0x0d63121dee840cf8c004f48ed4f817fe0113a155,1861,63,10,0.005373,0.15873,,,,,
0xa8db85ae47bb05094715c205bbac70aa74f71a2d,3782,200,18,0.004759,0.09,,,,,
0x2fe896cc2aa37f76e56695d6eeb40d5953780790,1729,46,6,0.00347,0.130435,,,,,
0x192ccd56baf40c24bac2d4ae291fc72111843aa8,64,5,1,0.015625,0.2,,,,,
0x3267cabaf8bc0213b2d37f2e36a00cdf741c8cef,251,10,2,0.007968,0.2,,,,,
0xd7dd5f4b0e57e70827c1a32d402d96c396f07887,265,12,2,0.007547,0.166667,,,,,
0x36b47d7c8fef8daf5d0b4477dcc8def158d4255f,993,43,7,0.007049,0.162791,,,,,
0x208028f28d0aab312f69a0a1d6f6ab5cd0fe7632,19,1,0,0,0,,,,,
0x1ff65f337c7f42a037aa00d5cba1e38ff55b29cc,37,3,0,0,0,,,,,
0xdfae1bcdc9a4cd8c321585e99a99315907f357f1,37,3,0,0,0,,,,,
0x33d729447423bbbfab761d808eb67c10365fd7b7,2926,106,11,0.003759,0.103774,,,,,
0x35ca25180559c4b306cd774852fa0ea44abb510c,19,1,0,0,0,,,,,
