Contract ID, Instructions, Jumps, Unprocessed Jumps, UJ/I, UJ/J,698.2957566,28.87653374,4.67446319,0.006866071,0.142822481
0x40d5082f6d581145e2f4ebca8a5fd5714d5d0b54,46,3,1,0.021739,0.333333,,,,,
0x579f581ad35a90e71f932ce785c7947bb5f5d740,240,9,2,0.008333,0.222222,,,,,
0x9518f3c5aa82dd101b012d052822fe0b339464d6,1698,77,13,0.007656,0.168831,,,,,
0x683be9ac8d71bdc0d0f3cd9197c729f7a8bf0ff9,798,37,7,0.008772,0.189189,,,,,
0x244e672a0dfdd4d72a72df67c8f5c9ff2f71e751,213,8,2,0.00939,0.25,,,,,
0xea815807271b0fa990d1eb66c0eec77ff17fbbbf,255,10,2,0.007843,0.2,,,,,
0x6fa11d347f84053a19be36ffb03cadf48bd80521,106,10,2,0.018868,0.2,,,,,
0x804c58decad86f05e745dc7c12a49178bd05a33e,3369,135,13,0.003859,0.096296,,,,,
0x9e0ae8ffd946d12d1d393c6f3bca0eecadc9428e,37,3,0,0,0,,,,,
0x52f332d9d93ae083a67bc4e3b9c344190b18b666,255,10,2,0.007843,0.2,,,,,
0x1edcb8114e799096cc2922de7cb2d80e5289d571,1295,69,7,0.005405,0.101449,,,,,
0x624cfdfe5d038df1f048fed796c615a484d1354d,209,17,3,0.014354,0.176471,,,,,
0xa34f75bd76b044b18c16dbf5481b05fdf75277af,1808,69,16,0.00885,0.231884,,,,,
0x807689d9426d8e36ad655e633ec2f27ca075fc91,106,10,2,0.018868,0.2,,,,,
0xe26755edf74d538b740d92319ca525c58b4f1bcb,1415,52,11,0.007774,0.211538,,,,,
0xd0ed093408af5417fdfac9625d3aeacb03300b48,873,29,0,0,0,,,,,
0xcc17dbc45a8d011ef8367b41fe0103050376d7b9,255,10,2,0.007843,0.2,,,,,
0x2b794737af0f32c30696d48563866e5e3bf7008a,1293,52,13,0.010054,0.25,,,,,
0x3b33fd7fe8863ba41dd65f19618d9e666067cc6e,716,32,6,0.00838,0.1875,,,,,
0xe2d52dd53f9a46b12582cc86308305900f246398,864,41,11,0.012731,0.268293,,,,,
0x3a354ac32d303bb0562842cfe2f5fb07d9ca845a,1293,52,13,0.010054,0.25,,,,,
0x5acc762b479be5eea52b63a6330424861901c690,1293,64,10,0.007734,0.15625,,,,,
0xd3740542c91af53ec6f62a0b31ec252cdd323cc6,314,14,3,0.009554,0.214286,,,,,
0xf8efdbaffef2acd8012e934cc02667b9e4d97d7d,990,53,13,0.013131,0.245283,,,,,
0x03e8e45fe2034be8d2429f190316cb0014829e56,1922,80,15,0.007804,0.1875,,,,,
0x32544d4c4b155d31a1cf7f55310a93a187a08a75,314,14,3,0.009554,0.214286,,,,,
0xb77830b22a86c486c615f4f2ba2a6b130cc1584e,358,16,4,0.011173,0.25,,,,,
0x263aa2ea707de3ea6da50eac1c623a6cf311a4c0,209,17,3,0.014354,0.176471,,,,,
0xe4dd8d18ea2f0c5c33e77de90acfaf22c2792f63,1084,49,7,0.006458,0.142857,,,,,
0xe1a99f2ce25f9639599d75d0bd212c1e6b0d2457,647,20,0,0,0,,,,,
0xf26e0fab4e7ef9e73be44790c0a5c56b556857ed,19,1,0,0,0,,,,,
0x0a7beed148889463080197d22055bf4af0653158,130,6,2,0.015385,0.333333,,,,,
0x3c94923400ccc528e8ab0f849edafca06fe332e5,73,4,1,0.013699,0.25,,,,,
0x503e256c11e69b7eef98f3a34bff548f69a0d382,716,32,6,0.00838,0.1875,,,,,
0x36a86eec443b7ef7517327e372b73f26bfd22826,446,19,3,0.006726,0.157895,,,,,
0x48081d4e0c408028fe5733553d12852eb1239d9b,1711,77,13,0.007598,0.168831,,,,,
0x65ede742c636f183cfd54ee0925bb7c3dc4e25fb,148,8,2,0.013514,0.25,,,,,
0xa25f4fe378f2fa0d91e64524a5b6aed113663909,60,5,1,0.016667,0.2,,,,,
0x31b081e4be923432896b0952bd20bcd50c68d232,905,51,11,0.012155,0.215686,,,,,
0xcf67085a4756efb14e38139b035708f2c2c06408,1652,69,14,0.008475,0.202899,,,,,
0xd99d144dc28b25514a440e728767bd5de2a86276,398,17,3,0.007538,0.176471,,,,,
0xde6986cc00718faf24ea02c4d4af1be3d4b2531c,255,10,2,0.007843,0.2,,,,,
0x1430236a73a97654bfb6851eb7e8facdfbe2cdb5,1761,74,11,0.006246,0.148649,,,,,
0x4e157555de7cdf63df367cf332adcf714346e72c,1199,52,7,0.005838,0.134615,,,,,
0x77beac0aed3b9e75ee2aba60b3dec66ff47e96c2,66,3,1,0.015152,0.333333,,,,,
0x69108f2d21f88d5f8841418243f055497880a59c,1205,58,12,0.009959,0.206897,,,,,
0xceb5b872db943553a3c2c8a826ded7fab74dbad5,1328,64,10,0.00753,0.15625,,,,,
0x3f755d8d706e50a7251dfc0511b26d19ee156c78,1761,74,11,0.006246,0.148649,,,,,
0xe985bd5aef1b9669b1ae5a6cfd70f01dfa9c802c,523,18,4,0.007648,0.222222,,,,,
0x3c5e80f20ec97956711ccb23a4ac47dbc6adc5d8,265,12,2,0.007547,0.166667,,,,,
0x441e72c65163612caf1b1c9ffaf67596defee0f9,60,4,1,0.016667,0.25,,,,,
0xea51521b3e88cbf6c8933b81c0101683618ea18a,1787,79,20,0.011192,0.253165,,,,,
0xe862b9be3e2c2b25970b87ee407147503f6a24e9,214,8,1,0.004673,0.125,,,,,
0x4f7d0db3a8f2d7e2e7938e0b94961f743b0a7dd2,1741,78,13,0.007467,0.166667,,,,,
0x74667802e7d263523e5d0891a0caa08c1b46b5b8,382,12,3,0.007853,0.25,,,,,
0x1ec73eb2bab4a3fbc35997b0c3dff1a8c4076ece,1563,64,10,0.006398,0.15625,,,,,
0x92a7673718ca48a97182db3594fe021f82c1b407,2070,81,13,0.00628,0.160494,,,,,
0x8527d9ffdc4947ee52c2717ff4ac01e3c06c71de,543,35,9,0.016575,0.257143,,,,,
0x6fc26a39f65a4ea1b4ec539c5117bfa5f6400913,1893,86,13,0.006867,0.151163,,,,,
0xec906b3944e84381ffac7835482ea7bafd5ecbcd,2767,153,23,0.008312,0.150327,,,,,
0x360b266e0b3e9ee306f20316b4964059bd603193,255,10,2,0.007843,0.2,,,,,
0x9228416897721bd56c13914b0b068e69fb1e8014,1563,64,10,0.006398,0.15625,,,,,
0x3c456e4d48f972dd28e508905d8ce824fc532d89,1698,77,13,0.007656,0.168831,,,,,
0xd4d1d397c7547070ce69d3e58ec99bc5e90d1aea,255,10,2,0.007843,0.2,,,,,
0x60a195cf04932e221d3be2830d64d53eefdaf289,1901,80,15,0.007891,0.1875,,,,,
0x77c39512080aa64a6161c779af2011f3bb52981a,716,32,6,0.00838,0.1875,,,,,
0xdc82eadf03eb457988a6bdf17e8c5765354db388,446,11,1,0.002242,0.090909,,,,,
0x034df87052894bbe35cbd4546fd1d3bdf7200e2f,630,19,0,0,0,,,,,
0x4f8a98ba5fe4c1c32f1bb916d1065f57395d269f,489,14,3,0.006135,0.214286,,,,,
0x01eb011239275178445c870dc34455228b0714f5,8557,324,26,0.003038,0.080247,,,,,
0x54232b2c269c92eca67895429a6033ccb37a6dc0,780,30,5,0.00641,0.166667,,,,,
0xfe80cdb9a559ce7f8ed6392e3f4c38113e1e0d4d,8512,322,25,0.002937,0.07764,,,,,
0xc7fb262355db2a21b5941f11eeb168d52d92cd33,3096,134,13,0.004199,0.097015,,,,,
0xaf5558b1b834be59b9ff94e05c17bae9257c9bf1,538,17,0,0,0,,,,,
0x1b5238e0d8fce0062654991d5189b67a649434f0,1295,69,7,0.005405,0.101449,,,,,
0x2ed1a4614c53d82bb6c9d6595648f5b3c9300897,37,3,0,0,0,,,,,
0xbce7748d5d6ee130711080d59cc25b2bc71d829b,1360,71,19,0.013971,0.267606,,,,,
0xa1ba6548ef27df244e56fd5440f6e4979268d87f,46,3,1,0.021739,0.333333,,,,,
0x1225986a51f7dc91f11916568b6cbcde4095bbde,1893,86,13,0.006867,0.151163,,,,,
0xe10334869e513a0ec5e13406b75d5cc016f0e45d,1295,69,7,0.005405,0.101449,,,,,
0xdb98a1c1fada17df5402e6781dd17ca76cd4b2ca,255,10,2,0.007843,0.2,,,,,
0x4121faff1e008a86b0ea2f53931e06384386f826,465,24,4,0.008602,0.166667,,,,,
0xbaa43006db572fbe2d49439ee32f72723b3d0e88,1697,62,15,0.008839,0.241935,,,,,
0xd0f28a306dc0d325d7546c2ed0be8934dda2b650,716,32,6,0.00838,0.1875,,,,,
0x57fdbe2df18d25b017a58f8a649816c8ff996411,209,17,3,0.014354,0.176471,,,,,
0xe378f436d53d22cf61ca61db7622980c65a7717d,314,14,3,0.009554,0.214286,,,,,
0xb4fd7054729b0d0970d539e6854320975f352a87,209,17,3,0.014354,0.176471,,,,,
0x5ca2c105cdd882f1f1028014fdeba6c3f675d959,255,10,2,0.007843,0.2,,,,,
0x980e79a7af177d98db557cf7bd82f64f089b291d,315,10,1,0.003175,0.1,,,,,
0x896f1a38cc6fe7386db5ab3823acd2b43b0db8ff,223,9,1,0.004484,0.111111,,,,,
0x8904d972debed95f515b409c51e2424cbd2c5c11,2332,148,24,0.010292,0.162162,,,,,
0xfc30a6c6d1d61f0027556ed25a670345ab39d0cb,19,1,0,0,0,,,,,
0x003b160ab58a62376b6e2950e444ed28f38a8dd1,314,14,3,0.009554,0.214286,,,,,
0xb85d2da3d53d4c9b10598e12bc03ef8f41dd1bad,222,7,1,0.004505,0.142857,,,,,
0xd6977ef977aba2f9a0c7c82cb7bb3707cd48aea6,499,20,2,0.004008,0.1,,,,,
0x585d945e5a8df58ef45f88bd253d95ebeb38608f,801,35,5,0.006242,0.142857,,,,,
0xb7b647e6c2832b041336d85f3bc43410ad20a23d,255,10,2,0.007843,0.2,,,,,
0x8dccdecd18ba77ea944add5889430c1a58bcdad7,255,10,2,0.007843,0.2,,,,,
0xd465a3e0e274efee27ef003a4b079a39025ab960,1881,76,14,0.007443,0.184211,,,,,
0x05c997176166bf633894e3ed24b62883b239e865,1539,69,14,0.009097,0.202899,,,,,
0xb27a9c4b9c6228c22569710cb48d6793986f72e7,448,17,4,0.008929,0.235294,,,,,
0xfdd281a3f8f5f174adb259ae6a39070c6ed43a55,19,1,0,0,0,,,,,
0xfadd0c5d206310344a31711da36ac89a7baeb388,19,1,0,0,0,,,,,
0xe337a4cb0825840a84929178718affec13f55d3f,444,16,3,0.006757,0.1875,,,,,
0x8056338e73fde306bb5d9aedec7f4a7b8637c9e7,19,1,0,0,0,,,,,
0x072f9f47a8854b3dadf145356de46d3b90c5bac1,31,4,1,0.032258,0.25,,,,,
0xa5c7b6657bf878076d4f75b7d6041b0b63c7a8d2,394,19,4,0.010152,0.210526,,,,,
0xb2d095c02bda57af9474619f8d2a19c965c25baf,1893,86,13,0.006867,0.151163,,,,,
0x016740515480649742b4d0c3eb5fad5dfbe68d01,255,10,2,0.007843,0.2,,,,,
0xdcce8bb56e6c9b1328d4cd9561c7ae0ff491b83b,19,1,0,0,0,,,,,
0x246b342b0fd5a8ad8d267e02ae860c71fba8eebe,381,12,3,0.007874,0.25,,,,,
0x8230d81e3dae04203e7be342e15bb7c0e8816a58,444,16,3,0.006757,0.1875,,,,,
0x6e6329ec79944477001891d9b5c9c8af251ff750,209,17,3,0.014354,0.176471,,,,,
0x7aa73b556c0da8ca4e83e483d7404930e946473b,56,3,1,0.017857,0.333333,,,,,
0x7efca7cf6d5c3a3d60bac8d6ad47c86abf75725f,381,12,3,0.007874,0.25,,,,,
0xc589efe584331fa04f2ab0c0c4d9c7692dbfa38b,990,53,13,0.013131,0.245283,,,,,
0xa7dcf6477119e7796da9ad721733ffcec72f571d,2205,87,13,0.005896,0.149425,,,,,
0x77f5f756f78a43a206c9027cf7454ef08728abbe,106,10,2,0.018868,0.2,,,,,
0xe7256a018b3c330ec4117177babcb6b298751b01,265,12,2,0.007547,0.166667,,,,,
0xc3cba37d97ebaf6e7aebf9b0f118db40ec32c332,798,37,7,0.008772,0.189189,,,,,
0xadc3c8c4cf1a988f76b07b520814d610f9b29eab,19,1,0,0,0,,,,,
0x4ffe12efb30bbe70a807cc453cd1dbbdb8030132,1280,64,10,0.007812,0.15625,,,,,
0x87e8c81194edbe6525ca6db174a402cf9590c060,1057,39,0,0,0,,,,,
0xd710598e292f0d9e345e975916060696fe9cf48d,255,10,2,0.007843,0.2,,,,,
0xfc452fcc1a7d9b71ce46ffc39e65e9fb2ebd811e,255,10,2,0.007843,0.2,,,,,
0x3545cee43749805b1435338c9ceedf3ce1d8d985,1563,64,10,0.006398,0.15625,,,,,
0x23bf622b5a65f6060d855fca401133ded3520620,106,10,2,0.018868,0.2,,,,,
0x527e1d33e79c8a451e9daa481fc440721a7c8864,2070,81,13,0.00628,0.160494,,,,,
0xe5d247f735fc133dd5520cc72184b20fd0b9958e,159,9,2,0.012579,0.222222,,,,,
0x96f1ca36f1b302924c28fe770bd467aee2bf09d5,1878,80,15,0.007987,0.1875,,,,,
0x63990ffd8133cdc5b202eef18c52ef05f6c87843,1761,74,11,0.006246,0.148649,,,,,
0x6e165abdfb9e6d67eec44c52ebab4e5cfed9df4e,194,9,2,0.010309,0.222222,,,,,
0x9f6e2b43189530792b34f935c0e8f2804ef92990,6938,254,22,0.003171,0.086614,,,,,
0x1e97801b5c11863c800209cb216f53e0f9ca2f19,544,23,5,0.009191,0.217391,,,,,
0x8c720e5d2ee8afbee106ce48c9454150798b4234,1700,70,16,0.009412,0.228571,,,,,
0x689330ea9c040a074ee2d474461f8925d7d2cfc8,716,32,6,0.00838,0.1875,,,,,
0x07d39cea6facfccd1dd6e20081545cf809918e8d,46,3,1,0.021739,0.333333,,,,,
0x5f4c010748a890c8a28a4858fe7b07048d194380,255,10,2,0.007843,0.2,,,,,
0xc3f719fa2934c7fcd437c079dac01996a01f54a4,2452,97,13,0.005302,0.134021,,,,,
0x97a88c2ddf0c985d8b01d8aec9ae137e2801129d,439,16,3,0.006834,0.1875,,,,,
0x96b3fffdc3c04f7526f3fb78d525bd15aedd2019,265,12,2,0.007547,0.166667,,,,,
0xe21eb38b4dc1ed0b0ec2b1b95999ee3872a15d47,388,15,3,0.007732,0.2,,,,,
0xbce988440296744c463a9939425d5bd6db843af1,533,33,8,0.015009,0.242424,,,,,
0x859fe306c87ade39e5a428aedd3b30e1b67ea017,214,8,1,0.004673,0.125,,,,,
0x68656b11fe28184a2545a8132f4d495833099a3c,716,32,6,0.00838,0.1875,,,,,
0x7fc858e98b5b0bb98ec9bf0c60e56feb9833af85,99,7,2,0.020202,0.285714,,,,,
0x199f9eb4df04b447b81549922ed00dd04998318b,265,12,2,0.007547,0.166667,,,,,
0xd2361e9e213e1262098acbcebc424f26495eddaa,1057,66,0,0,0,,,,,
0x1edf23b3d74c2c083a517a29c1a21282867c59ec,798,37,7,0.008772,0.189189,,,,,
0x8e94b18b73e2b4c738917bb5bca969b43d66045d,222,7,1,0.004505,0.142857,,,,,
0xd12c3468ed409d3456d57c050fcc58c20b6878c8,448,17,4,0.008929,0.235294,,,,,
0x736e9901266d3e84319ae428c4ea3fcbc9f94d1f,46,3,1,0.021739,0.333333,,,,,
0x8dd77192b7f006d38602c3a8de9e773ced0595e4,2200,87,13,0.005909,0.149425,,,,,
0x1f512db6a4b92d0bf29b33826734d630ed3d531c,1824,70,16,0.008772,0.228571,,,,,
0x52c2121d98c82b957d8862e86b2db4601f903979,255,10,2,0.007843,0.2,,,,,
0x5749f09f7326b0a383043d6cac63bb6da51c6a48,230,12,2,0.008696,0.166667,,,,,
0x244a85c8f459fdcaa598e03be15566b63eb9c36c,185,9,2,0.010811,0.222222,,,,,
0xe091f747e5f65a44ca1bd5041e7208c4cfd04bdf,19,1,0,0,0,,,,,
0xb4f2d6791bf8cb179a73655543598fa8078a9104,1948,86,13,0.006674,0.151163,,,,,
0xbf4aa23fc8a11f84f6ce07a11b1f7455b732eb1b,1330,60,15,0.011278,0.25,,,,,
0xe77b3666a260364a7a8651f2ea2119639195d268,1881,76,14,0.007443,0.184211,,,,,
0x5d5c7337e86315e17d21ad620f534d9e45de1878,139,3,1,0.007194,0.333333,,,,,
0xb84f79b8f73893cc339ee02906b9b0ab02af6a30,246,14,4,0.01626,0.285714,,,,,
0xad1a41f7e5ff04f81c2e7b73c026254fa73851e4,41,4,1,0.02439,0.25,,,,,
0x798cbcd4c8d90a1eb3eb0a34b83e0e0a3e507854,1518,74,19,0.012516,0.256757,,,,,
0x15d3d752d7542f8caaf43bcd0eed59d1e1f85a79,1523,72,19,0.012475,0.263889,,,,,
0x73ed5ef6c010727dfd2671dbb70faac19ec18626,141,7,1,0.007092,0.142857,,,,,
0x9c2500ff0e715601b47140427d5e978cfa3007e1,1735,79,20,0.011527,0.253165,,,,,
0x961dd92d0d64f3a92c4809287b8c8095db1865e6,2174,86,13,0.00598,0.151163,,,,,
0xe30608b59313681a1deaf5bea46f1cdb5052f474,17,1,0,0,0,,,,,
0xfc2c6085cde719bd28c07db43784440f7b8f1099,37,2,1,0.027027,0.5,,,,,
0xbece18cd208c3bf0975a32b706bdd5ca593a8009,37,3,0,0,0,,,,,
0x39cdee35b3b5941e9333b30a46183d9b29ffeaf5,19,1,0,0,0,,,,,
0x07d1c321db7f9241b67ee751f41ae587682092b5,372,11,2,0.005376,0.181818,,,,,
0x64f2e20e643e92b8f1b0af02053758ecb2dabcee,1093,40,0,0,0,,,,,
0xd623202692642143842b66e64c63309e945c12d8,106,10,2,0.018868,0.2,,,,,
0x94ac9a93ad92583bd37854bbf932cef6b86e0935,2851,132,22,0.007717,0.166667,,,,,
0xe84ec1c301b3cd18707ec42352605780f6313d27,1338,57,14,0.010463,0.245614,,,,,
0x311473dedce4ff9c66deddaee7138634e91b8dfc,37,3,0,0,0,,,,,
0x968211b8fa6fdf6a0c0a62e47aa59daee85cf617,1586,67,16,0.010088,0.238806,,,,,
0xb015184a86110383d5e6da68ceb492866ab9f894,795,41,9,0.011321,0.219512,,,,,
0xa0b80fde1f922c87b2e768f783afde30e52614d6,584,27,8,0.013699,0.296296,,,,,
0x080266b68239066f2e37bb5a37d11be001a9b481,19,1,0,0,0,,,,,
0x40439f27dbb814eee21f9893cf6ba2ea88272d7f,1479,75,13,0.00879,0.173333,,,,,
0xa35d41e6b8807fd660c15bdd57109a14c73bf776,1554,80,14,0.009009,0.175,,,,,
0x9c667b7ea8ac2a0cc7e73544625d692f72175489,1616,52,12,0.007426,0.230769,,,,,
0x52f6c0f90cc937c7836f9c29092cfdd695a84f0e,814,40,5,0.006143,0.125,,,,,
0x2739da74741bac3b84114e1b7fca2208cf17ddea,37,3,0,0,0,,,,,
0xa2f63e28172ebf2477f4c1a87aed68aaa3ebbe3d,7854,452,11,0.001401,0.024336,,,,,
0x73ee62158b584f0f2b64bc3b3cce0c1c1fc43735,19,1,0,0,0,,,,,
0xdf2ac0fe2371dc31fbbf9a75e01325a169453c32,297,24,1,0.003367,0.041667,,,,,
0x57cc5f0ae45b86ad42282c7db09ef8d7748286fc,111,8,2,0.018018,0.25,,,,,
0x9fa5e395d7743ceed71877baf105d815f5d18467,154,9,2,0.012987,0.222222,,,,,
0x584aeb8bcb61e5c1a84d167c2511abf581713495,470,22,7,0.014894,0.318182,,,,,
0xe291a9e17fd310b860f665dbdd8375144bdd6ecd,19,1,0,0,0,,,,,
0x534c5a8c34ad4e150581c50ded1bbfa5f22b1800,19,1,0,0,0,,,,,
0xb8f8ba7c10323e0cf4cfdba196368e7554adaa2b,670,35,6,0.008955,0.171429,,,,,
0xbb6279dd15b719af30356b6ce1411b00f047ae9d,19,1,0,0,0,,,,,
0x396e3f24aa965048539de85a05d3620141e3900e,1500,76,13,0.008667,0.171053,,,,,
0x5f998ac296bbb3891b1799aa143ca1615a1347e2,19,1,0,0,0,,,,,
0x70b32f0222efba6815386b3cc91d03db5503fd1d,3007,103,17,0.005653,0.165049,,,,,
0x6f53978df704708112c384ff33b3851a46c7aacf,37,3,0,0,0,,,,,
0xbf5871e7a58de0b8949dbb3d29fae7408187c65e,19,1,0,0,0,,,,,
0xbe09250eae9f2c07e478b3b0eab99e80b667887d,19,1,0,0,0,,,,,
0x3bb4cc206544c8288e3558652449b9252377eeb4,37,3,0,0,0,,,,,
0xf46aa8146f37212622bb428f3f6c9ae38e991e1e,1657,65,15,0.009053,0.230769,,,,,
0x1b805373387d5bd2565596574cb8409e1863cde4,6,1,0,0,0,,,,,
0x7b4dd5d67e4f5a05f363f67bee16ff5ccb0c87e8,37,3,0,0,0,,,,,
0x59d778d331ba1f541e6c73cdacd8085b7b001841,1284,45,6,0.004673,0.133333,,,,,
0x78f6cb42c081b3444bb4b2aa5173313cf8559755,1755,71,9,0.005128,0.126761,,,,,
0xa36dcbd8877c08dc245ca08577368ef87a0c917e,798,37,7,0.008772,0.189189,,,,,
0x0e5e2b9341341ade98f510ad9a744e01f3b29f03,2076,68,10,0.004817,0.147059,,,,,
0xa076155806214a73f37f5fcd8025036d92f6a3fb,4042,114,7,0.001732,0.061404,,,,,
0xf22f7d4ce9a3b53b42deb600642f9a23d49fd058,19,1,0,0,0,,,,,
0xcc06469bbc625e6d5487cda2d3b056997da920ea,230,10,2,0.008696,0.2,,,,,
0x8479d953521d6a904e667bceb3c29966148a5db0,37,3,0,0,0,,,,,
0xbde1546ee133a572986a2c95c0c2f9dbbba32a80,91,8,2,0.021978,0.25,,,,,
0x723f8ee2dd9e2f0fd015a9040f2fe1ae52fcb017,1305,64,10,0.007663,0.15625,,,,,
0x16137a05c2f7c60409923b1debed8626d696cc99,795,41,9,0.011321,0.219512,,,,,
0xde0c43c0814df362183efaae0a23a43ff97a70ea,798,37,7,0.008772,0.189189,,,,,
0xe82f5f7db7bf9bad426505c654e8d13b609f527c,255,10,2,0.007843,0.2,,,,,
0xbea811e0818ef6402c49e5d35774925c1695dc46,795,41,9,0.011321,0.219512,,,,,
0xbec795614eda3b5ccd2e32070b4ace745ce801c4,19,1,0,0,0,,,,,
0xb5fa33de3fee27bea17a9c2c16c5aa31da13a7c0,37,3,0,0,0,,,,,
0xe744f5aa912d5ab8d4b760312f44a52fd5e0305e,19,1,0,0,0,,,,,
0x08dbb4cccccf1cfdc4affaeac7632781e67df9fe,1316,66,4,0.00304,0.060606,,,,,
0x4b33a013ac2c238784ec7549b755328c236730da,798,37,7,0.008772,0.189189,,,,,
0xd925cfa709943a8183741d377e8dfa43167da126,37,3,0,0,0,,,,,
0x6543f47701bc2651b79e0cd2cda5507a87739f22,1549,64,15,0.009684,0.234375,,,,,
0x84be9f9c3e3dc0721d628a3b8ef55fbe096c0495,524,8,2,0.003817,0.25,,,,,
0xe465691c523b014b4de0fd1b23adde483660a25d,795,41,9,0.011321,0.219512,,,,,
0xf9c826f212c5a1e3233329d6326fe983feb093be,475,22,3,0.006316,0.136364,,,,,
0x8aa24d24713a41beb82bec6484bbe99a1c0dc34b,727,32,4,0.005502,0.125,,,,,
0xc630a71b2dfbcc621affd33257132b50adbe1cd0,19,1,0,0,0,,,,,
0xef2d6d194084c2de36e0dabfce45d046b37d1106,3007,103,17,0.005653,0.165049,,,,,
0x17c1de7250c4d048c3c2e5521e9a72107ca0421e,3048,127,8,0.002625,0.062992,,,,,
0x282b563f8df8fd3d13bd0abca13e3c98c69d0499,711,36,3,0.004219,0.083333,,,,,
0x37ec987c965c55396a0c11e8fab5fe2f2afd4d3f,19,1,0,0,0,,,,,
0x319c725acf71f3b960440da06d99617e7da51e59,628,33,6,0.009554,0.181818,,,,,
0x64dbc7b07a21ccad0fe4258fcdc42cfe512e76c4,19,1,0,0,0,,,,,
0x806bbd04251fa5de35872af48ccad80a08ce08b1,46,3,0,0,0,,,,,
0x32d2840d4704ece11fb9d7b50d70f3959b0b6a9c,37,3,0,0,0,,,,,
0x0ab6bbc215ba128a30d480c3d201798fb0252d0a,3048,127,8,0.002625,0.062992,,,,,
0x4ee2cbdc7dcda551b60ac2b12d14d71bad580501,19,1,0,0,0,,,,,
0x57cdd5582a02e53e833ea4592ec8296110e5f884,952,45,4,0.004202,0.088889,,,,,
0x513d9cfdf8c3f7c08006a4828e9319bafff2e556,19,1,0,0,0,,,,,
0x7594db6e1bdae4aee261dcba1fdfb21eeadcd5f1,1316,66,4,0.00304,0.060606,,,,,
0xec6952892271c8ee13f12e118484e03149281c96,330,16,2,0.006061,0.125,,,,,
0x2dfa43d37577709e0a8a7a78783f8f1af0e22903,247,10,3,0.012146,0.3,,,,,
0x81bc400b2c7faea888313eab623633f77844dc18,19,1,0,0,0,,,,,
0x23f20b5b6f3768ea6a4cd8c997cd8c62bc3d7145,19,1,0,0,0,,,,,
0xbc8c711e4aa3435ad864b3d6118fbb2a6acd6df7,111,8,2,0.018018,0.25,,,,,
0x7c8e89596d16911de5cbe8a1cb5f6af02fe02116,6,1,0,0,0,,,,,
0x17f03189c1ccd85ad47cc9c9288e37d64935b178,111,8,2,0.018018,0.25,,,,,
0x205162f8a65f9dc1b9778127bf6182da40f44276,1293,52,13,0.010054,0.25,,,,,
0xb4a953f12f7418ed498a782ba47e5a7f5967091c,19,1,0,0,0,,,,,
0x9fb0b5c0cbbd30a9e8ce9c81c686a797121d69b8,149,4,1,0.006711,0.25,,,,,
0x8ec0d0bbce4349e2d34586e2de392caa73532d3f,19,1,0,0,0,,,,,
0x5ad8505b8167f8874fda74e83855958a14e0288d,1164,64,12,0.010309,0.1875,,,,,
0x065bb1d365e221733f736214c3c886d4a92c8745,1038,60,12,0.011561,0.2,,,,,
0x6489fc370c7df314ee0bdfb1fbd185f1bc457d89,2962,127,7,0.002363,0.055118,,,,,
0xb73cf815c72fdbb7fdcf5578e290b8f010d4c862,19,1,0,0,0,,,,,
0xe7878bbe7ec802f298380866377edbb3044d8029,798,37,7,0.008772,0.189189,,,,,
0x66a4aeaa6c0cd65aaf104a4d983a61bc92a7f7f6,475,22,3,0.006316,0.136364,,,,,
0x4bca74810cc4917a7dee954d21221b72fd87d3d7,19,1,0,0,0,,,,,
0x7e7f6373193baca61ca790dc95503b768bddf746,220,4,0,0,0,,,,,
0x97e58c7d37cba1a1e2ecbb2a5b23f8d127b6892d,19,1,0,0,0,,,,,
0x81e4c09f8d140521e2265b42d99fc2fb868a5b14,19,1,0,0,0,,,,,
0xfe367fca1cfef9b82ec472617e5b01150e7b464d,19,1,0,0,0,,,,,
0x332428da5be8d55799f09ecfc414961794eafbee,730,39,6,0.008219,0.153846,,,,,
0xbc7c5b8830e5f911cfee334563444b6da09cfcd2,37,3,0,0,0,,,,,
0x433b891eee2794693051940aed9cf6307f4ea9b7,19,1,0,0,0,,,,,
0xadcfd2bf96d84fb162d599796ab11a190482e810,111,8,2,0.018018,0.25,,,,,
0x2b19ce93c0468d1ec34568ee904870f44385a88d,1281,64,11,0.008587,0.171875,,,,,
0xab32314ddf61adebb6bf8d91bd899b0c1f27d37b,141,7,1,0.007092,0.142857,,,,,
0x834c227cff88c95abf513c7c26a365594dfa91b4,635,26,4,0.006299,0.153846,,,,,
0xb4793eabf233e6e875fe6ed8763b3616616af984,1106,35,6,0.005425,0.171429,,,,,
0x73a389029e7720e9203b636666b28c51b77a71cc,921,40,5,0.005429,0.125,,,,,
0xd53096b3cf64d4739bb774e0f055653e7f2cd710,220,4,0,0,0,,,,,
0x27f5d585627f1a775e4db66c3b44fc994849e99b,3048,127,8,0.002625,0.062992,,,,,
0x7745d464c03c0702530977f31f7b8202801f9326,19,1,0,0,0,,,,,
0xec5d35a16164544e95c3aa0b2e6a602270d445a9,1236,60,10,0.008091,0.166667,,,,,
0xb912acab51206235b6082bcbd2cb88a5fb485a8f,676,28,3,0.004438,0.107143,,,,,
0x53e50ce896abec2cefba2481319cd7fa51b6aa6f,1299,45,6,0.004619,0.133333,,,,,
0x035e62c27a2338d6ed147ec45d2779990a4c3b00,19,1,0,0,0,,,,,
